"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"551","close_normal-tukey(0.1)-95","close_normal","tukey(0.1)",95,0,-0.11156,0.11156,1,0.06998,2.83912,3,0,0.684210526315789,0.947368421052632,1,"gbm","unseen","class_1","class_0",0.0702512141806071,0.453550094789808,"FN"
"556","sym_long_tail-t(1)-95","sym_long_tail","t(1)",95,0,-0.18321,0.18321,1,4.16782,23.79053,22,9,0.905263157894737,0.968421052631579,0.978947368421053,"gbm","unseen","class_1","class_1",0.980000595244153,0.453550094789808,"TP"
"561","sym_short_tail-uniform(0,1)-95","sym_short_tail","uniform(0,1)",95,0,-0.01413,0.01413,1,0.08485,2.03247,0,0,0.610526315789474,1,1,"gbm","unseen","class_1","class_1",0.863255199659475,0.453550094789808,"TP"
"566","asym_long_tail-Weibull(0.5,1)-95","asym_long_tail","Weibull(0.5,1)",95,0,-0.38874,0.38874,1,3.48057,16.94299,11,6,0.894736842105263,0.957894736842105,0.968421052631579,"gbm","unseen","class_1","class_1",0.9822006129721,0.453550094789808,"TP"
"571","asym_short_tail-beta(2,1)-95","asym_short_tail","beta(2,1)",95,0,0.28276,-0.28276,1,-0.57242,2.26045,0,0,0.642105263157895,0.978947368421053,1,"gbm","unseen","class_1","class_1",0.818568457870877,0.453550094789808,"TP"
"580","normal(0.6)-Normal_548_328.8-95","normal(0.6)","Normal_548_328.8",95,0,0.12394,-0.12394,1,-0.17232,2.49052,0,0,0.684210526315789,0.957894736842105,1,"gbm","unseen","class_0","class_0",0.125748783868736,0.453550094789808,"TN"
"585","normal(0.6)-Normal_-605_363-95","normal(0.6)","Normal_-605_363",95,0,0.04109,-0.04109,1,0.20945,2.29032,0,0,0.652631578947368,0.989473684210526,1,"gbm","unseen","class_0","class_1",0.670749433445336,0.453550094789808,"FP"
"590","normal(0.6)-Normal_956_573.6-95","normal(0.6)","Normal_956_573.6",95,0,0.11218,-0.11218,1,-0.1982,2.67207,0,0,0.694736842105263,0.968421052631579,1,"gbm","unseen","class_0","class_0",0.155610213114857,0.453550094789808,"TN"
"595","normal(0.6)-Normal_-597_358.2-95","normal(0.6)","Normal_-597_358.2",95,0,-0.01169,0.01169,1,-0.06906,3.22991,0,0,0.694736842105263,0.957894736842105,1,"gbm","unseen","class_0","class_0",0.0430587743535374,0.453550094789808,"TN"
"600","normal(0.6)-Normal_-277_166.2-95","normal(0.6)","Normal_-277_166.2",95,0,-0.04862,0.04862,1,0.07552,3.14833,2,0,0.694736842105263,0.957894736842105,0.989473684210526,"gbm","unseen","class_0","class_0",0.0412823210277489,0.453550094789808,"TN"
"601","close_normal-tukey(0.1)-103","close_normal","tukey(0.1)",103,0,0.01548,-0.01548,1,-0.01528,2.58772,0,0,0.640776699029126,0.961165048543689,1,"gbm","unseen","class_1","class_0",0.235112183330944,0.453550094789808,"FN"
"606","sym_long_tail-t(1)-103","sym_long_tail","t(1)",103,0,-0.10171,0.10171,1,9.72268,97.4215,16,5,0.990291262135922,0.990291262135922,0.990291262135922,"gbm","unseen","class_1","class_1",0.985751780746626,0.453550094789808,"TP"
"611","sym_short_tail-uniform(0,1)-103","sym_short_tail","uniform(0,1)",103,0,0.07645,-0.07645,1,-0.14038,1.75804,0,0,0.58252427184466,1,1,"gbm","unseen","class_1","class_1",0.766999816857675,0.453550094789808,"TP"
"616","asym_long_tail-Weibull(0.5,1)-103","asym_long_tail","Weibull(0.5,1)",103,0,-0.30289,0.30289,1,5.13525,32.49602,8,5,0.932038834951456,0.980582524271845,0.980582524271845,"gbm","unseen","class_1","class_1",0.986369827118158,0.453550094789808,"TP"
"621","asym_short_tail-beta(2,1)-103","asym_short_tail","beta(2,1)",103,0,0.18249,-0.18249,1,-0.63039,2.47178,0,0,0.640776699029126,0.961165048543689,1,"gbm","unseen","class_1","class_1",0.711260025846261,0.453550094789808,"TP"
"630","normal(0.6)-Normal_548_328.8-103","normal(0.6)","Normal_548_328.8",103,0,0.02284,-0.02284,1,-0.02035,2.20161,0,0,0.621359223300971,0.990291262135922,1,"gbm","unseen","class_0","class_1",0.706138696066548,0.453550094789808,"FP"
"635","normal(0.6)-Normal_-605_363-103","normal(0.6)","Normal_-605_363",103,0,-0.07164,0.07164,1,0.10801,3.00028,2,0,0.718446601941748,0.941747572815534,1,"gbm","unseen","class_0","class_0",0.135016346303102,0.453550094789808,"TN"
"640","normal(0.6)-Normal_956_573.6-103","normal(0.6)","Normal_956_573.6",103,0,-0.18661,0.18661,1,0.28735,2.30705,0,0,0.611650485436893,0.970873786407767,1,"gbm","unseen","class_0","class_1",0.619925203697222,0.453550094789808,"FP"
"645","normal(0.6)-Normal_-597_358.2-103","normal(0.6)","Normal_-597_358.2",103,0,0.00051,-0.00051,1,-0.21109,2.7025,1,0,0.689320388349515,0.970873786407767,1,"gbm","unseen","class_0","class_0",0.179742463907845,0.453550094789808,"TN"
"650","normal(0.6)-Normal_-277_166.2-103","normal(0.6)","Normal_-277_166.2",103,0,-0.05772,0.05772,1,-0.07793,3.22369,4,0,0.699029126213592,0.932038834951456,1,"gbm","unseen","class_0","class_0",0.287862077601624,0.453550094789808,"TN"
"651","close_normal-tukey(0.1)-129","close_normal","tukey(0.1)",129,0,-0.07185,0.07185,1,0.07211,2.70427,1,0,0.643410852713178,0.976744186046512,1,"gbm","unseen","class_1","class_0",0.181289124987952,0.453550094789808,"FN"
"656","sym_long_tail-t(1)-129","sym_long_tail","t(1)",129,0,-0.06914,0.06914,1,0.52647,32.29564,20,13,0.930232558139535,0.968992248062015,0.968992248062015,"gbm","unseen","class_1","class_1",0.972211728537555,0.453550094789808,"TP"
"661","sym_short_tail-uniform(0,1)-129","sym_short_tail","uniform(0,1)",129,0,0.05674,-0.05674,1,-0.14572,1.90506,0,0,0.62015503875969,1,1,"gbm","unseen","class_1","class_1",0.882396847786749,0.453550094789808,"TP"
"666","asym_long_tail-Weibull(0.5,1)-129","asym_long_tail","Weibull(0.5,1)",129,0,-0.34281,0.34281,1,4.55518,28.51998,21,15,0.930232558139535,0.945736434108527,0.976744186046512,"gbm","unseen","class_1","class_1",0.979843901676774,0.453550094789808,"TP"
"671","asym_short_tail-beta(2,1)-129","asym_short_tail","beta(2,1)",129,0,0.17237,-0.17237,1,-0.55486,2.25426,0,0,0.604651162790698,0.961240310077519,1,"gbm","unseen","class_1","class_1",0.75848058281885,0.453550094789808,"TP"
"680","normal(0.6)-Normal_548_328.8-129","normal(0.6)","Normal_548_328.8",129,0,0.06268,-0.06268,1,-0.0529,2.74745,0,0,0.666666666666667,0.953488372093023,1,"gbm","unseen","class_0","class_0",0.0579552937522433,0.453550094789808,"TN"
"685","normal(0.6)-Normal_-605_363-129","normal(0.6)","Normal_-605_363",129,0,0.01943,-0.01943,1,-0.12091,3.08704,3,0,0.736434108527132,0.937984496124031,1,"gbm","unseen","class_0","class_0",0.289539617867839,0.453550094789808,"TN"
"690","normal(0.6)-Normal_956_573.6-129","normal(0.6)","Normal_956_573.6",129,0,0.03203,-0.03203,1,-0.04471,3.26654,2,0,0.689922480620155,0.961240310077519,1,"gbm","unseen","class_0","class_0",0.0939306221249314,0.453550094789808,"TN"
"695","normal(0.6)-Normal_-597_358.2-129","normal(0.6)","Normal_-597_358.2",129,0,-0.07314,0.07314,1,0.04862,3.00375,1,0,0.682170542635659,0.930232558139535,1,"gbm","unseen","class_0","class_1",0.485721043866859,0.453550094789808,"FP"
"700","normal(0.6)-Normal_-277_166.2-129","normal(0.6)","Normal_-277_166.2",129,0,-0.0598,0.0598,1,0.10397,2.64562,0,0,0.705426356589147,0.961240310077519,1,"gbm","unseen","class_0","class_0",0.159271148722657,0.453550094789808,"TN"
"701","close_normal-tukey(0.1)-151","close_normal","tukey(0.1)",151,0,-0.05472,0.05472,1,-0.32238,3.10729,5,0,0.701986754966887,0.933774834437086,1,"gbm","unseen","class_1","class_1",0.64157195921425,0.453550094789808,"TP"
"706","sym_long_tail-t(1)-151","sym_long_tail","t(1)",151,0,-0.09062,0.09062,1,11.59158,139.7456,25,17,0.993377483443709,0.993377483443709,0.993377483443709,"gbm","unseen","class_1","class_1",0.985683564566474,0.453550094789808,"TP"
"711","sym_short_tail-uniform(0,1)-151","sym_short_tail","uniform(0,1)",151,0,-0.02196,0.02196,1,-0.04715,1.90486,0,0,0.582781456953642,1,1,"gbm","unseen","class_1","class_1",0.919499586621066,0.453550094789808,"TP"
"716","asym_long_tail-Weibull(0.5,1)-151","asym_long_tail","Weibull(0.5,1)",151,0,-0.324,0.324,1,6.29437,55.70225,17,12,0.913907284768212,0.966887417218543,0.986754966887417,"gbm","unseen","class_1","class_1",0.985502336496094,0.453550094789808,"TP"
"721","asym_short_tail-beta(2,1)-151","asym_short_tail","beta(2,1)",151,0,0.29833,-0.29833,1,-1.12328,3.43742,5,0,0.728476821192053,0.933774834437086,1,"gbm","unseen","class_1","class_1",0.939001584262778,0.453550094789808,"TP"
"730","normal(0.6)-Normal_548_328.8-151","normal(0.6)","Normal_548_328.8",151,0,-0.07178,0.07178,1,0.09484,3.03711,2,0,0.735099337748344,0.947019867549669,1,"gbm","unseen","class_0","class_0",0.0563068350110228,0.453550094789808,"TN"
"735","normal(0.6)-Normal_-605_363-151","normal(0.6)","Normal_-605_363",151,0,0.01575,-0.01575,1,-0.09245,2.60588,0,0,0.649006622516556,0.973509933774834,1,"gbm","unseen","class_0","class_0",0.286157534177696,0.453550094789808,"TN"
"740","normal(0.6)-Normal_956_573.6-151","normal(0.6)","Normal_956_573.6",151,0,-0.00062,0.00062,1,-0.29853,3.00187,2,0,0.66887417218543,0.960264900662252,1,"gbm","unseen","class_0","class_0",0.097543342836293,0.453550094789808,"TN"
"745","normal(0.6)-Normal_-597_358.2-151","normal(0.6)","Normal_-597_358.2",151,0,-0.10034,0.10034,1,0.18653,2.8703,1,0,0.688741721854305,0.947019867549669,1,"gbm","unseen","class_0","class_0",0.0689054232320705,0.453550094789808,"TN"
"750","normal(0.6)-Normal_-277_166.2-151","normal(0.6)","Normal_-277_166.2",151,0,0.0882,-0.0882,1,-0.0087,2.60514,0,0,0.655629139072848,0.940397350993378,1,"gbm","unseen","class_0","class_0",0.428489158363891,0.453550094789808,"TN"
"751","close_normal-tukey(0.1)-173","close_normal","tukey(0.1)",173,0,-0.0323,0.0323,1,0.15518,3.32827,3,0,0.705202312138728,0.936416184971098,0.994219653179191,"gbm","unseen","class_1","class_0",0.442505301110881,0.453550094789808,"FN"
"756","sym_long_tail-t(1)-173","sym_long_tail","t(1)",173,0,0.08453,-0.08453,1,-11.82532,148.25291,25,12,0.988439306358382,0.988439306358382,0.994219653179191,"gbm","unseen","class_1","class_1",0.946575783302208,0.453550094789808,"TP"
"761","sym_short_tail-uniform(0,1)-173","sym_short_tail","uniform(0,1)",173,0,0.04854,-0.04854,1,-0.05126,1.90135,0,0,0.606936416184971,1,1,"gbm","unseen","class_1","class_1",0.945891282351546,0.453550094789808,"TP"
"766","asym_long_tail-Weibull(0.5,1)-173","asym_long_tail","Weibull(0.5,1)",173,0,-0.34841,0.34841,1,5.92975,49.74572,21,16,0.913294797687861,0.965317919075145,0.982658959537572,"gbm","unseen","class_1","class_1",0.989731090573269,0.453550094789808,"TP"
"771","asym_short_tail-beta(2,1)-173","asym_short_tail","beta(2,1)",173,0,0.21318,-0.21318,1,-0.60213,2.56456,0,0,0.635838150289017,0.971098265895954,1,"gbm","unseen","class_1","class_1",0.83194570456471,0.453550094789808,"TP"
"780","normal(0.6)-Normal_548_328.8-173","normal(0.6)","Normal_548_328.8",173,0,0.00895,-0.00895,1,-0.08048,2.78965,0,0,0.664739884393064,0.953757225433526,1,"gbm","unseen","class_0","class_0",0.0441421842565366,0.453550094789808,"TN"
"785","normal(0.6)-Normal_-605_363-173","normal(0.6)","Normal_-605_363",173,0,-0.02293,0.02293,1,0.12664,3.03334,1,0,0.687861271676301,0.942196531791908,0.994219653179191,"gbm","unseen","class_0","class_0",0.194823470345941,0.453550094789808,"TN"
"790","normal(0.6)-Normal_956_573.6-173","normal(0.6)","Normal_956_573.6",173,0,-0.07721,0.07721,1,0.06991,2.72624,1,0,0.658959537572254,0.947976878612717,1,"gbm","unseen","class_0","class_0",0.237715926639478,0.453550094789808,"TN"
"795","normal(0.6)-Normal_-597_358.2-173","normal(0.6)","Normal_-597_358.2",173,0,0.04019,-0.04019,1,-0.35802,3.41268,2,0,0.687861271676301,0.947976878612717,0.994219653179191,"gbm","unseen","class_0","class_1",0.511810400134219,0.453550094789808,"FP"
"800","normal(0.6)-Normal_-277_166.2-173","normal(0.6)","Normal_-277_166.2",173,0,0.05117,-0.05117,1,-0.25558,2.7093,0,0,0.682080924855491,0.953757225433526,1,"gbm","unseen","class_0","class_0",0.190678125999531,0.453550094789808,"TN"
"801","close_normal-tukey(0.1)-178","close_normal","tukey(0.1)",178,0,0.07816,-0.07816,1,-0.12935,3.12782,2,0,0.696629213483146,0.955056179775281,0.99438202247191,"gbm","unseen","class_1","class_0",0.0450808313713604,0.453550094789808,"FN"
"806","sym_long_tail-t(1)-178","sym_long_tail","t(1)",178,0,0.07467,-0.07467,1,-13.22554,175.9455,29,17,0.99438202247191,0.99438202247191,0.99438202247191,"gbm","unseen","class_1","class_1",0.968144906164833,0.453550094789808,"TP"
"811","sym_short_tail-uniform(0,1)-178","sym_short_tail","uniform(0,1)",178,0,0.12486,-0.12486,1,-0.00746,1.7827,0,0,0.601123595505618,1,1,"gbm","unseen","class_1","class_1",0.915685256357241,0.453550094789808,"TP"
"816","asym_long_tail-Weibull(0.5,1)-178","asym_long_tail","Weibull(0.5,1)",178,0,-0.35219,0.35219,1,4.01836,21.10014,23,14,0.915730337078652,0.966292134831461,0.97752808988764,"gbm","unseen","class_1","class_1",0.989731090573269,0.453550094789808,"TP"
"821","asym_short_tail-beta(2,1)-178","asym_short_tail","beta(2,1)",178,0,0.18575,-0.18575,1,-0.57244,2.32336,0,0,0.640449438202247,0.955056179775281,1,"gbm","unseen","class_1","class_1",0.806151976571102,0.453550094789808,"TP"
"830","normal(0.6)-Normal_548_328.8-178","normal(0.6)","Normal_548_328.8",178,0,0.0226,-0.0226,1,-0.08804,2.62157,0,0,0.651685393258427,0.960674157303371,1,"gbm","unseen","class_0","class_0",0.231775031904374,0.453550094789808,"TN"
"835","normal(0.6)-Normal_-605_363-178","normal(0.6)","Normal_-605_363",178,0,-0.01285,0.01285,1,-0.01632,2.72189,0,0,0.707865168539326,0.943820224719101,1,"gbm","unseen","class_0","class_0",0.242091294820607,0.453550094789808,"TN"
"840","normal(0.6)-Normal_956_573.6-178","normal(0.6)","Normal_956_573.6",178,0,-0.03041,0.03041,1,0.00383,2.93915,1,0,0.674157303370786,0.943820224719101,1,"gbm","unseen","class_0","class_0",0.0983788206560865,0.453550094789808,"TN"
"845","normal(0.6)-Normal_-597_358.2-178","normal(0.6)","Normal_-597_358.2",178,0,0.02174,-0.02174,1,-0.28981,3.20416,2,0,0.702247191011236,0.949438202247191,0.99438202247191,"gbm","unseen","class_0","class_0",0.129288482850676,0.453550094789808,"TN"
"850","normal(0.6)-Normal_-277_166.2-178","normal(0.6)","Normal_-277_166.2",178,0,-0.03036,0.03036,1,0.09265,2.84027,2,0,0.662921348314607,0.955056179775281,1,"gbm","unseen","class_0","class_0",0.0517097799999006,0.453550094789808,"TN"
"851","close_normal-tukey(0.1)-185","close_normal","tukey(0.1)",185,0,0.0223,-0.0223,1,-0.18503,2.74372,1,0,0.691891891891892,0.967567567567568,1,"gbm","unseen","class_1","class_0",0.233559822821964,0.453550094789808,"FN"
"856","sym_long_tail-t(1)-185","sym_long_tail","t(1)",185,0,-0.06896,0.06896,1,6.52333,69.89281,30,18,0.902702702702703,0.972972972972973,0.983783783783784,"gbm","unseen","class_1","class_1",0.988505696418406,0.453550094789808,"TP"
"861","sym_short_tail-uniform(0,1)-185","sym_short_tail","uniform(0,1)",185,0,0.02943,-0.02943,1,-0.09377,1.72671,0,0,0.572972972972973,1,1,"gbm","unseen","class_1","class_1",0.953346425536081,0.453550094789808,"TP"
"866","asym_long_tail-Weibull(0.5,1)-185","asym_long_tail","Weibull(0.5,1)",185,0,-0.39843,0.39843,1,3.81088,22.12668,23,10,0.881081081081081,0.951351351351351,0.978378378378378,"gbm","unseen","class_1","class_1",0.987280063051222,0.453550094789808,"TP"
"871","asym_short_tail-beta(2,1)-185","asym_short_tail","beta(2,1)",185,0,0.20103,-0.20103,1,-0.67286,2.52177,0,0,0.627027027027027,0.956756756756757,1,"gbm","unseen","class_1","class_1",0.827710876228408,0.453550094789808,"TP"
"880","normal(0.6)-Normal_548_328.8-185","normal(0.6)","Normal_548_328.8",185,0,0.06193,-0.06193,1,-0.02962,2.47915,0,0,0.621621621621622,0.978378378378378,1,"gbm","unseen","class_0","class_1",0.702112043587281,0.453550094789808,"FP"
"885","normal(0.6)-Normal_-605_363-185","normal(0.6)","Normal_-605_363",185,0,-0.0748,0.0748,1,-0.07422,3.04088,1,0,0.713513513513514,0.951351351351351,1,"gbm","unseen","class_0","class_0",0.0394357163754808,0.453550094789808,"TN"
"890","normal(0.6)-Normal_956_573.6-185","normal(0.6)","Normal_956_573.6",185,0,-0.07478,0.07478,1,0.1679,3.26189,1,0,0.718918918918919,0.935135135135135,0.994594594594595,"gbm","unseen","class_0","class_0",0.324335903405119,0.453550094789808,"TN"
"895","normal(0.6)-Normal_-597_358.2-185","normal(0.6)","Normal_-597_358.2",185,0,0.08631,-0.08631,1,0.02954,2.60171,0,0,0.659459459459459,0.962162162162162,1,"gbm","unseen","class_0","class_0",0.180835794530703,0.453550094789808,"TN"
"900","normal(0.6)-Normal_-277_166.2-185","normal(0.6)","Normal_-277_166.2",185,0,0.05614,-0.05614,1,-0.26909,2.73968,1,0,0.675675675675676,0.962162162162162,1,"gbm","unseen","class_0","class_0",0.143012053776445,0.453550094789808,"TN"
"901","close_normal-tukey(0.1)-194","close_normal","tukey(0.1)",194,0,0.00713,-0.00713,1,-0.2472,3.44166,3,0,0.685567010309278,0.969072164948454,0.984536082474227,"gbm","unseen","class_1","class_1",0.50475678167203,0.453550094789808,"TP"
"906","sym_long_tail-t(1)-194","sym_long_tail","t(1)",194,0,0.06096,-0.06096,1,-13.05006,178.88894,35,19,0.989690721649485,0.989690721649485,0.994845360824742,"gbm","unseen","class_1","class_1",0.962828491835058,0.453550094789808,"TP"
"911","sym_short_tail-uniform(0,1)-194","sym_short_tail","uniform(0,1)",194,0,-0.03399,0.03399,1,0.09428,1.93016,0,0,0.582474226804124,1,1,"gbm","unseen","class_1","class_1",0.947035080203595,0.453550094789808,"TP"
"916","asym_long_tail-Weibull(0.5,1)-194","asym_long_tail","Weibull(0.5,1)",194,0,-0.30468,0.30468,1,7.71216,80.4462,23,17,0.922680412371134,0.979381443298969,0.984536082474227,"gbm","unseen","class_1","class_1",0.991696532406016,0.453550094789808,"TP"
"921","asym_short_tail-beta(2,1)-194","asym_short_tail","beta(2,1)",194,0,0.26174,-0.26174,1,-0.65585,2.47901,0,0,0.628865979381443,0.969072164948454,1,"gbm","unseen","class_1","class_1",0.901350656576868,0.453550094789808,"TP"
"930","normal(0.6)-Normal_548_328.8-194","normal(0.6)","Normal_548_328.8",194,0,-0.00323,0.00323,1,0.07139,2.35292,0,0,0.608247422680412,0.979381443298969,1,"gbm","unseen","class_0","class_1",0.80834926108682,0.453550094789808,"FP"
"935","normal(0.6)-Normal_-605_363-194","normal(0.6)","Normal_-605_363",194,0,0.00063,-0.00063,1,-0.03771,3.22228,4,0,0.706185567010309,0.948453608247423,1,"gbm","unseen","class_0","class_0",0.060139022593628,0.453550094789808,"TN"
"940","normal(0.6)-Normal_956_573.6-194","normal(0.6)","Normal_956_573.6",194,0,-0.11515,0.11515,1,0.40444,3.3467,3,0,0.711340206185567,0.95360824742268,0.989690721649485,"gbm","unseen","class_0","class_1",0.728484294356404,0.453550094789808,"FP"
"945","normal(0.6)-Normal_-597_358.2-194","normal(0.6)","Normal_-597_358.2",194,0,-0.0332,0.0332,1,0.14709,2.90157,2,0,0.690721649484536,0.943298969072165,1,"gbm","unseen","class_0","class_0",0.142830476013292,0.453550094789808,"TN"
"950","normal(0.6)-Normal_-277_166.2-194","normal(0.6)","Normal_-277_166.2",194,0,0.0284,-0.0284,1,-0.1192,2.64732,1,0,0.654639175257732,0.974226804123711,0.994845360824742,"gbm","unseen","class_0","class_0",0.27977086661619,0.453550094789808,"TN"
"951","close_normal-tukey(0.1)-212","close_normal","tukey(0.1)",212,0,0.12528,-0.12528,1,-0.07923,2.69175,1,0,0.674528301886792,0.962264150943396,1,"gbm","unseen","class_1","class_0",0.0836829159890102,0.453550094789808,"FN"
"956","sym_long_tail-t(1)-212","sym_long_tail","t(1)",212,0,0.078,-0.078,1,-13.78834,197.20841,37,21,0.990566037735849,0.995283018867924,0.995283018867924,"gbm","unseen","class_1","class_1",0.956070522287813,0.453550094789808,"TP"
"961","sym_short_tail-uniform(0,1)-212","sym_short_tail","uniform(0,1)",212,0,0.00794,-0.00794,1,0.07317,1.82084,0,0,0.594339622641509,1,1,"gbm","unseen","class_1","class_1",0.957792481138556,0.453550094789808,"TP"
"966","asym_long_tail-Weibull(0.5,1)-212","asym_long_tail","Weibull(0.5,1)",212,0,-0.33763,0.33763,1,4.27711,24.65644,21,13,0.919811320754717,0.957547169811321,0.971698113207547,"gbm","unseen","class_1","class_1",0.990776701325057,0.453550094789808,"TP"
"971","asym_short_tail-beta(2,1)-212","asym_short_tail","beta(2,1)",212,0,0.13914,-0.13914,1,-0.54019,2.41759,0,0,0.660377358490566,0.957547169811321,1,"gbm","unseen","class_1","class_1",0.537481169237305,0.453550094789808,"TP"
"980","normal(0.6)-Normal_548_328.8-212","normal(0.6)","Normal_548_328.8",212,0,-0.07899,0.07899,1,0.21528,2.76435,1,0,0.69811320754717,0.943396226415094,1,"gbm","unseen","class_0","class_0",0.275059789009811,0.453550094789808,"TN"
"985","normal(0.6)-Normal_-605_363-212","normal(0.6)","Normal_-605_363",212,0,-0.03822,0.03822,1,0.04116,2.88261,1,0,0.707547169811321,0.957547169811321,1,"gbm","unseen","class_0","class_0",0.0501674323604882,0.453550094789808,"TN"
