"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"516","asym_long_tail-Weibull(0.5,1)-91","asym_long_tail","Weibull(0.5,1)",91,0,-0.34685,0.34685,1,4.8189,28.24852,0.10989010989011,0.0549450549450549,0.945054945054945,0.978021978021978,0.978021978021978,"svmRadialSigma","unseen","class_1","class_1",0.955222337628418,0.468671536447808,"TP"
"521","asym_short_tail-beta(2,1)-91","asym_short_tail","beta(2,1)",91,0,0.22667,0.22667,1,-0.55027,2.17801,0,0,0.637362637362637,0.978021978021978,1,"svmRadialSigma","unseen","class_1","class_1",0.968003674977062,0.468671536447808,"TP"
"529","normal(0.6)-Normal_548_328.8-91","normal(0.6)","Normal_548_328.8",91,0,-0.04242,0.04242,1,0.43215,3.26588,0.032967032967033,0,0.703296703296703,0.934065934065934,1,"svmRadialSigma","unseen","class_0","class_0",0.183371751181382,0.468671536447808,"TN"
"534","normal(0.6)-Normal_-605_363-91","normal(0.6)","Normal_-605_363",91,0,0.05418,0.05418,1,-0.32348,3.42594,0.021978021978022,0,0.692307692307692,0.956043956043956,1,"svmRadialSigma","unseen","class_0","class_0",0.100861344196747,0.468671536447808,"TN"
"539","normal(0.6)-Normal_956_573.6-91","normal(0.6)","Normal_956_573.6",91,0,0.07829,0.07829,1,-0.22729,3.04283,0.021978021978022,0,0.725274725274725,0.956043956043956,1,"svmRadialSigma","unseen","class_0","class_0",0.188077619117968,0.468671536447808,"TN"
"544","normal(0.6)-Normal_-597_358.2-91","normal(0.6)","Normal_-597_358.2",91,0,-0.01988,0.01988,1,-0.13421,2.71823,0,0,0.681318681318681,0.945054945054945,1,"svmRadialSigma","unseen","class_0","class_0",0.0677556706911408,0.468671536447808,"TN"
"549","normal(0.6)-Normal_-277_166.2-91","normal(0.6)","Normal_-277_166.2",91,0,-0.12772,0.12772,1,0.04744,3.09584,0.010989010989011,0,0.692307692307692,0.956043956043956,1,"svmRadialSigma","unseen","class_0","class_0",0.356088128847809,0.468671536447808,"TN"
"551","close_normal-tukey(0.1)-95","close_normal","tukey(0.1)",95,0,-0.11156,0.11156,1,0.06998,2.83912,0.0315789473684211,0,0.684210526315789,0.947368421052632,1,"svmRadialSigma","unseen","class_1","class_0",0.18412308830775,0.468671536447808,"FN"
"556","sym_long_tail-t(1)-95","sym_long_tail","t(1)",95,0,-0.18321,0.18321,1,4.16782,23.79053,0.231578947368421,0.0947368421052632,0.905263157894737,0.968421052631579,0.978947368421053,"svmRadialSigma","unseen","class_1","class_1",0.954590726364448,0.468671536447808,"TP"
"561","sym_short_tail-uniform(0,1)-95","sym_short_tail","uniform(0,1)",95,0,-0.01413,0.01413,1,0.08485,2.03247,0,0,0.610526315789474,1,1,"svmRadialSigma","unseen","class_1","class_1",0.96170607587076,0.468671536447808,"TP"
"566","asym_long_tail-Weibull(0.5,1)-95","asym_long_tail","Weibull(0.5,1)",95,0,-0.38874,0.38874,1,3.48057,16.94299,0.115789473684211,0.0631578947368421,0.894736842105263,0.957894736842105,0.968421052631579,"svmRadialSigma","unseen","class_1","class_1",0.954613521945549,0.468671536447808,"TP"
"571","asym_short_tail-beta(2,1)-95","asym_short_tail","beta(2,1)",95,0,0.28276,0.28276,1,-0.57242,2.26045,0,0,0.642105263157895,0.978947368421053,1,"svmRadialSigma","unseen","class_1","class_1",0.946552428714891,0.468671536447808,"TP"
"579","normal(0.6)-Normal_548_328.8-95","normal(0.6)","Normal_548_328.8",95,0,-0.03497,0.03497,1,0.55467,3.34044,0.0315789473684211,0,0.705263157894737,0.936842105263158,1,"svmRadialSigma","unseen","class_0","class_0",0.218375787279989,0.468671536447808,"TN"
"584","normal(0.6)-Normal_-605_363-95","normal(0.6)","Normal_-605_363",95,0,0.04915,0.04915,1,-0.2699,3.00254,0.0105263157894737,0,0.621052631578947,0.957894736842105,1,"svmRadialSigma","unseen","class_0","class_1",0.652158933577671,0.468671536447808,"FP"
"589","normal(0.6)-Normal_956_573.6-95","normal(0.6)","Normal_956_573.6",95,0,0.09157,0.09157,1,-0.10078,2.65408,0.0105263157894737,0,0.705263157894737,0.947368421052632,1,"svmRadialSigma","unseen","class_0","class_0",0.134538892297606,0.468671536447808,"TN"
"594","normal(0.6)-Normal_-597_358.2-95","normal(0.6)","Normal_-597_358.2",95,0,0.1468,0.1468,1,-0.09808,2.9413,0,0,0.673684210526316,0.968421052631579,1,"svmRadialSigma","unseen","class_0","class_0",0.215818677673658,0.468671536447808,"TN"
"599","normal(0.6)-Normal_-277_166.2-95","normal(0.6)","Normal_-277_166.2",95,0,0.05943,0.05943,1,-0.53646,2.76576,0,0,0.673684210526316,0.957894736842105,1,"svmRadialSigma","unseen","class_0","class_0",0.144929979426396,0.468671536447808,"TN"
"601","close_normal-tukey(0.1)-103","close_normal","tukey(0.1)",103,0,0.01548,0.01548,1,-0.01528,2.58772,0,0,0.640776699029126,0.961165048543689,1,"svmRadialSigma","unseen","class_1","class_0",0.386526162265002,0.468671536447808,"FN"
"606","sym_long_tail-t(1)-103","sym_long_tail","t(1)",103,0,-0.10171,0.10171,1,9.72268,97.4215,0.155339805825243,0.0485436893203883,0.990291262135922,0.990291262135922,0.990291262135922,"svmRadialSigma","unseen","class_1","class_1",0.951300975073282,0.468671536447808,"TP"
"611","sym_short_tail-uniform(0,1)-103","sym_short_tail","uniform(0,1)",103,0,0.07645,0.07645,1,-0.14038,1.75804,0,0,0.58252427184466,1,1,"svmRadialSigma","unseen","class_1","class_1",0.968270579657898,0.468671536447808,"TP"
"616","asym_long_tail-Weibull(0.5,1)-103","asym_long_tail","Weibull(0.5,1)",103,0,-0.30289,0.30289,1,5.13525,32.49602,0.0776699029126214,0.0485436893203883,0.932038834951456,0.980582524271845,0.980582524271845,"svmRadialSigma","unseen","class_1","class_1",0.956518253630293,0.468671536447808,"TP"
"621","asym_short_tail-beta(2,1)-103","asym_short_tail","beta(2,1)",103,0,0.18249,0.18249,1,-0.63039,2.47178,0,0,0.640776699029126,0.961165048543689,1,"svmRadialSigma","unseen","class_1","class_1",0.788321249640928,0.468671536447808,"TP"
"629","normal(0.6)-Normal_548_328.8-103","normal(0.6)","Normal_548_328.8",103,0,0.00868,0.00868,1,0.21419,2.93349,0,0,0.718446601941748,0.941747572815534,1,"svmRadialSigma","unseen","class_0","class_0",0.272651250408956,0.468671536447808,"TN"
"634","normal(0.6)-Normal_-605_363-103","normal(0.6)","Normal_-605_363",103,0,0.029,0.029,1,0.20119,2.24527,0,0,0.631067961165049,0.990291262135922,1,"svmRadialSigma","unseen","class_0","class_1",0.625869902865998,0.468671536447808,"FP"
"639","normal(0.6)-Normal_956_573.6-103","normal(0.6)","Normal_956_573.6",103,0,0.13655,0.13655,1,-0.34724,2.69821,0,0,0.669902912621359,0.970873786407767,1,"svmRadialSigma","unseen","class_0","class_0",0.289282986201346,0.468671536447808,"TN"
"644","normal(0.6)-Normal_-597_358.2-103","normal(0.6)","Normal_-597_358.2",103,0,0.07099,0.07099,1,-0.03044,2.94759,0.00970873786407767,0,0.689320388349515,0.961165048543689,1,"svmRadialSigma","unseen","class_0","class_0",0.10191836517375,0.468671536447808,"TN"
"649","normal(0.6)-Normal_-277_166.2-103","normal(0.6)","Normal_-277_166.2",103,0,-0.1734,0.1734,1,0.28467,2.39991,0,0,0.679611650485437,0.961165048543689,1,"svmRadialSigma","unseen","class_0","class_1",0.950867873231622,0.468671536447808,"FP"
"651","close_normal-tukey(0.1)-129","close_normal","tukey(0.1)",129,0,-0.07185,0.07185,1,0.07211,2.70427,0.00775193798449612,0,0.643410852713178,0.976744186046512,1,"svmRadialSigma","unseen","class_1","class_1",0.880580714858223,0.468671536447808,"TP"
"656","sym_long_tail-t(1)-129","sym_long_tail","t(1)",129,0,-0.06914,0.06914,1,0.52647,32.29564,0.155038759689922,0.10077519379845,0.930232558139535,0.968992248062015,0.968992248062015,"svmRadialSigma","unseen","class_1","class_1",0.953106492881547,0.468671536447808,"TP"
"661","sym_short_tail-uniform(0,1)-129","sym_short_tail","uniform(0,1)",129,0,0.05674,0.05674,1,-0.14572,1.90506,0,0,0.62015503875969,1,1,"svmRadialSigma","unseen","class_1","class_1",0.932493256916901,0.468671536447808,"TP"
"666","asym_long_tail-Weibull(0.5,1)-129","asym_long_tail","Weibull(0.5,1)",129,0,-0.34281,0.34281,1,4.55518,28.51998,0.162790697674419,0.116279069767442,0.930232558139535,0.945736434108527,0.976744186046512,"svmRadialSigma","unseen","class_1","class_1",0.957137440354676,0.468671536447808,"TP"
"671","asym_short_tail-beta(2,1)-129","asym_short_tail","beta(2,1)",129,0,0.17237,0.17237,1,-0.55486,2.25426,0,0,0.604651162790698,0.961240310077519,1,"svmRadialSigma","unseen","class_1","class_1",0.953203769759594,0.468671536447808,"TP"
"679","normal(0.6)-Normal_548_328.8-129","normal(0.6)","Normal_548_328.8",129,0,0.06864,0.06864,1,-0.0929,2.22144,0,0,0.635658914728682,0.976744186046512,1,"svmRadialSigma","unseen","class_0","class_0",0.218152121973423,0.468671536447808,"TN"
"684","normal(0.6)-Normal_-605_363-129","normal(0.6)","Normal_-605_363",129,0,0.01131,0.01131,1,-0.16689,3.02455,0.00775193798449612,0,0.713178294573643,0.961240310077519,1,"svmRadialSigma","unseen","class_0","class_0",0.0847202480859899,0.468671536447808,"TN"
"689","normal(0.6)-Normal_956_573.6-129","normal(0.6)","Normal_956_573.6",129,0,-0.09741,0.09741,1,0.04736,2.85735,0,0,0.720930232558139,0.961240310077519,1,"svmRadialSigma","unseen","class_0","class_0",0.171270165721271,0.468671536447808,"TN"
"694","normal(0.6)-Normal_-597_358.2-129","normal(0.6)","Normal_-597_358.2",129,0,-0.15448,0.15448,1,0.13316,2.83829,0.00775193798449612,0,0.705426356589147,0.945736434108527,0.992248062015504,"svmRadialSigma","unseen","class_0","class_1",0.586317136955464,0.468671536447808,"FP"
"699","normal(0.6)-Normal_-277_166.2-129","normal(0.6)","Normal_-277_166.2",129,0,-0.12025,0.12025,1,0.24017,3.11839,0.00775193798449612,0,0.689922480620155,0.953488372093023,1,"svmRadialSigma","unseen","class_0","class_0",0.4538614411162,0.468671536447808,"TN"
"701","close_normal-tukey(0.1)-151","close_normal","tukey(0.1)",151,0,-0.05472,0.05472,1,-0.32238,3.10729,0.033112582781457,0,0.701986754966887,0.933774834437086,1,"svmRadialSigma","unseen","class_1","class_0",0.104153028673066,0.468671536447808,"FN"
"706","sym_long_tail-t(1)-151","sym_long_tail","t(1)",151,0,-0.09062,0.09062,1,11.59158,139.7456,0.165562913907285,0.112582781456954,0.993377483443709,0.993377483443709,0.993377483443709,"svmRadialSigma","unseen","class_1","class_1",0.954233972843323,0.468671536447808,"TP"
"711","sym_short_tail-uniform(0,1)-151","sym_short_tail","uniform(0,1)",151,0,-0.02196,0.02196,1,-0.04715,1.90486,0,0,0.582781456953642,1,1,"svmRadialSigma","unseen","class_1","class_1",0.961211253252378,0.468671536447808,"TP"
"716","asym_long_tail-Weibull(0.5,1)-151","asym_long_tail","Weibull(0.5,1)",151,0,-0.324,0.324,1,6.29437,55.70225,0.112582781456954,0.0794701986754967,0.913907284768212,0.966887417218543,0.986754966887417,"svmRadialSigma","unseen","class_1","class_1",0.962412433609633,0.468671536447808,"TP"
"721","asym_short_tail-beta(2,1)-151","asym_short_tail","beta(2,1)",151,0,0.29833,0.29833,1,-1.12328,3.43742,0.033112582781457,0,0.728476821192053,0.933774834437086,1,"svmRadialSigma","unseen","class_1","class_1",0.949826556943195,0.468671536447808,"TP"
"729","normal(0.6)-Normal_548_328.8-151","normal(0.6)","Normal_548_328.8",151,0,0.05083,0.05083,1,0.04598,2.37755,0,0,0.655629139072848,0.966887417218543,1,"svmRadialSigma","unseen","class_0","class_0",0.149766969093471,0.468671536447808,"TN"
"734","normal(0.6)-Normal_-605_363-151","normal(0.6)","Normal_-605_363",151,0,0.05657,0.05657,1,-0.20571,2.79782,0.00662251655629139,0,0.728476821192053,0.960264900662252,1,"svmRadialSigma","unseen","class_0","class_0",0.150109752438836,0.468671536447808,"TN"
"739","normal(0.6)-Normal_956_573.6-151","normal(0.6)","Normal_956_573.6",151,0,-0.0432,0.0432,1,0.03168,2.77511,0,0,0.701986754966887,0.960264900662252,1,"svmRadialSigma","unseen","class_0","class_0",0.1292926302076,0.468671536447808,"TN"
"744","normal(0.6)-Normal_-597_358.2-151","normal(0.6)","Normal_-597_358.2",151,0,-0.13889,0.13889,1,0.3957,3.33122,0.0132450331125828,0,0.701986754966887,0.966887417218543,0.993377483443709,"svmRadialSigma","unseen","class_0","class_1",0.849744341301062,0.468671536447808,"FP"
"749","normal(0.6)-Normal_-277_166.2-151","normal(0.6)","Normal_-277_166.2",151,0,0.05602,0.05602,1,-0.03369,2.70709,0,0,0.682119205298013,0.960264900662252,1,"svmRadialSigma","unseen","class_0","class_0",0.104860659269273,0.468671536447808,"TN"
"751","close_normal-tukey(0.1)-173","close_normal","tukey(0.1)",173,0,-0.0323,0.0323,1,0.15518,3.32827,0.0173410404624277,0,0.705202312138728,0.936416184971098,0.994219653179191,"svmRadialSigma","unseen","class_1","class_0",0.446807480754912,0.468671536447808,"FN"
"756","sym_long_tail-t(1)-173","sym_long_tail","t(1)",173,0,0.08453,0.08453,1,-11.82532,148.25291,0.144508670520231,0.069364161849711,0.988439306358382,0.988439306358382,0.994219653179191,"svmRadialSigma","unseen","class_1","class_1",0.950338385218445,0.468671536447808,"TP"
"761","sym_short_tail-uniform(0,1)-173","sym_short_tail","uniform(0,1)",173,0,0.04854,0.04854,1,-0.05126,1.90135,0,0,0.606936416184971,1,1,"svmRadialSigma","unseen","class_1","class_1",0.960825781747187,0.468671536447808,"TP"
"766","asym_long_tail-Weibull(0.5,1)-173","asym_long_tail","Weibull(0.5,1)",173,0,-0.34841,0.34841,1,5.92975,49.74572,0.121387283236994,0.092485549132948,0.913294797687861,0.965317919075145,0.982658959537572,"svmRadialSigma","unseen","class_1","class_1",0.958326192605769,0.468671536447808,"TP"
"771","asym_short_tail-beta(2,1)-173","asym_short_tail","beta(2,1)",173,0,0.21318,0.21318,1,-0.60213,2.56456,0,0,0.635838150289017,0.971098265895954,1,"svmRadialSigma","unseen","class_1","class_1",0.968731402748784,0.468671536447808,"TP"
"779","normal(0.6)-Normal_548_328.8-173","normal(0.6)","Normal_548_328.8",173,0,0.00985,0.00985,1,-0.01459,2.78536,0,0,0.664739884393064,0.953757225433526,1,"svmRadialSigma","unseen","class_0","class_0",0.121981298675083,0.468671536447808,"TN"
"784","normal(0.6)-Normal_-605_363-173","normal(0.6)","Normal_-605_363",173,0,-0.05791,0.05791,1,-0.0318,2.69434,0.00578034682080925,0,0.653179190751445,0.971098265895954,1,"svmRadialSigma","unseen","class_0","class_1",0.523211732175668,0.468671536447808,"FP"
"789","normal(0.6)-Normal_956_573.6-173","normal(0.6)","Normal_956_573.6",173,0,-0.04486,0.04486,1,-0.0415,3.03534,0.00578034682080925,0,0.69364161849711,0.947976878612717,0.994219653179191,"svmRadialSigma","unseen","class_0","class_0",0.0356153224757633,0.468671536447808,"TN"
"794","normal(0.6)-Normal_-597_358.2-173","normal(0.6)","Normal_-597_358.2",173,0,-0.14063,0.14063,1,-0.02565,2.79298,0.00578034682080925,0,0.687861271676301,0.953757225433526,1,"svmRadialSigma","unseen","class_0","class_0",0.403484153918216,0.468671536447808,"TN"
"799","normal(0.6)-Normal_-277_166.2-173","normal(0.6)","Normal_-277_166.2",173,0,-0.01073,0.01073,1,-0.13619,3.42219,0.00578034682080925,0,0.676300578034682,0.953757225433526,0.994219653179191,"svmRadialSigma","unseen","class_0","class_0",0.0584497316030649,0.468671536447808,"TN"
"801","close_normal-tukey(0.1)-178","close_normal","tukey(0.1)",178,0,0.07816,0.07816,1,-0.12935,3.12782,0.0112359550561798,0,0.696629213483146,0.955056179775281,0.99438202247191,"svmRadialSigma","unseen","class_1","class_1",0.690399419260139,0.468671536447808,"TP"
"806","sym_long_tail-t(1)-178","sym_long_tail","t(1)",178,0,0.07467,0.07467,1,-13.22554,175.9455,0.162921348314607,0.0955056179775281,0.99438202247191,0.99438202247191,0.99438202247191,"svmRadialSigma","unseen","class_1","class_1",0.950408196531418,0.468671536447808,"TP"
"811","sym_short_tail-uniform(0,1)-178","sym_short_tail","uniform(0,1)",178,0,0.12486,0.12486,1,-0.00746,1.7827,0,0,0.601123595505618,1,1,"svmRadialSigma","unseen","class_1","class_1",0.976506793328633,0.468671536447808,"TP"
"816","asym_long_tail-Weibull(0.5,1)-178","asym_long_tail","Weibull(0.5,1)",178,0,-0.35219,0.35219,1,4.01836,21.10014,0.129213483146067,0.0786516853932584,0.915730337078652,0.966292134831461,0.97752808988764,"svmRadialSigma","unseen","class_1","class_1",0.964279887090049,0.468671536447808,"TP"
"821","asym_short_tail-beta(2,1)-178","asym_short_tail","beta(2,1)",178,0,0.18575,0.18575,1,-0.57244,2.32336,0,0,0.640449438202247,0.955056179775281,1,"svmRadialSigma","unseen","class_1","class_1",0.604565105685123,0.468671536447808,"TP"
"829","normal(0.6)-Normal_548_328.8-178","normal(0.6)","Normal_548_328.8",178,0,0.01522,0.01522,1,0.06375,2.6735,0,0,0.674157303370786,0.955056179775281,1,"svmRadialSigma","unseen","class_0","class_0",0.116961521241987,0.468671536447808,"TN"
"834","normal(0.6)-Normal_-605_363-178","normal(0.6)","Normal_-605_363",178,0,-0.09511,0.09511,1,0.10347,3.00444,0.0112359550561798,0,0.657303370786517,0.960674157303371,1,"svmRadialSigma","unseen","class_0","class_1",0.550868277525667,0.468671536447808,"FP"
"839","normal(0.6)-Normal_956_573.6-178","normal(0.6)","Normal_956_573.6",178,0,-0.17679,0.17679,1,0.22853,2.76266,0.00561797752808989,0,0.685393258426966,0.955056179775281,0.99438202247191,"svmRadialSigma","unseen","class_0","class_1",0.972625658268928,0.468671536447808,"FP"
"844","normal(0.6)-Normal_-597_358.2-178","normal(0.6)","Normal_-597_358.2",178,0,-0.0863,0.0863,1,-0.06632,2.87501,0,0,0.657303370786517,0.949438202247191,1,"svmRadialSigma","unseen","class_0","class_0",0.293084667242608,0.468671536447808,"TN"
"849","normal(0.6)-Normal_-277_166.2-178","normal(0.6)","Normal_-277_166.2",178,0,0.07734,0.07734,1,-0.18368,2.78447,0,0,0.691011235955056,0.955056179775281,1,"svmRadialSigma","unseen","class_0","class_0",0.110718233970791,0.468671536447808,"TN"
"851","close_normal-tukey(0.1)-185","close_normal","tukey(0.1)",185,0,0.0223,0.0223,1,-0.18503,2.74372,0.00540540540540541,0,0.691891891891892,0.967567567567568,1,"svmRadialSigma","unseen","class_1","class_0",0.0892954006104976,0.468671536447808,"FN"
"856","sym_long_tail-t(1)-185","sym_long_tail","t(1)",185,0,-0.06896,0.06896,1,6.52333,69.89281,0.162162162162162,0.0972972972972973,0.902702702702703,0.972972972972973,0.983783783783784,"svmRadialSigma","unseen","class_1","class_1",0.955034402217351,0.468671536447808,"TP"
"861","sym_short_tail-uniform(0,1)-185","sym_short_tail","uniform(0,1)",185,0,0.02943,0.02943,1,-0.09377,1.72671,0,0,0.572972972972973,1,1,"svmRadialSigma","unseen","class_1","class_1",0.971875893656394,0.468671536447808,"TP"
"866","asym_long_tail-Weibull(0.5,1)-185","asym_long_tail","Weibull(0.5,1)",185,0,-0.39843,0.39843,1,3.81088,22.12668,0.124324324324324,0.0540540540540541,0.881081081081081,0.951351351351351,0.978378378378378,"svmRadialSigma","unseen","class_1","class_1",0.957788625110933,0.468671536447808,"TP"
"871","asym_short_tail-beta(2,1)-185","asym_short_tail","beta(2,1)",185,0,0.20103,0.20103,1,-0.67286,2.52177,0,0,0.627027027027027,0.956756756756757,1,"svmRadialSigma","unseen","class_1","class_1",0.875999703927873,0.468671536447808,"TP"
"879","normal(0.6)-Normal_548_328.8-185","normal(0.6)","Normal_548_328.8",185,0,-0.02062,0.02062,1,0.05871,2.71542,0.00540540540540541,0,0.681081081081081,0.956756756756757,1,"svmRadialSigma","unseen","class_0","class_0",0.102933853424254,0.468671536447808,"TN"
"884","normal(0.6)-Normal_-605_363-185","normal(0.6)","Normal_-605_363",185,0,-0.06528,0.06528,1,0.22845,2.90215,0.00540540540540541,0,0.681081081081081,0.967567567567568,1,"svmRadialSigma","unseen","class_0","class_1",0.49702331510644,0.468671536447808,"FP"
"889","normal(0.6)-Normal_956_573.6-185","normal(0.6)","Normal_956_573.6",185,0,-0.06522,0.06522,1,0.06398,2.63982,0.00540540540540541,0,0.664864864864865,0.956756756756757,1,"svmRadialSigma","unseen","class_0","class_0",0.174373397834418,0.468671536447808,"TN"
"894","normal(0.6)-Normal_-597_358.2-185","normal(0.6)","Normal_-597_358.2",185,0,0.02401,0.02401,1,-0.30046,3.38265,0.0162162162162162,0,0.697297297297297,0.956756756756757,0.994594594594595,"svmRadialSigma","unseen","class_0","class_0",0.187976744548598,0.468671536447808,"TN"
"899","normal(0.6)-Normal_-277_166.2-185","normal(0.6)","Normal_-277_166.2",185,0,0.01895,0.01895,1,0.06074,2.60136,0,0,0.654054054054054,0.962162162162162,1,"svmRadialSigma","unseen","class_0","class_0",0.224702306440839,0.468671536447808,"TN"
"901","close_normal-tukey(0.1)-194","close_normal","tukey(0.1)",194,0,0.00713,0.00713,1,-0.2472,3.44166,0.0154639175257732,0,0.685567010309278,0.969072164948454,0.984536082474227,"svmRadialSigma","unseen","class_1","class_1",0.938665312821335,0.468671536447808,"TP"
