"","sample_id","dist_family","dist","size","mean","median","mean_median_diff","sd","skewness","kurtosis","outliers_minor_ratio","outliers_extream_ratio","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","model","test_set","actual","predicted","score","threshold","type"
"521","asym_short_tail-beta(2,1)-91","asym_short_tail","beta(2,1)",91,0.68673,0.73874,0.226648529461675,0.229474244212092,-0.55027,2.17801,0,0,0.637362637362637,0.978021978021978,1,"rf","unseen","class_1","class_0",0.586,0.657,"FN"
"529","normal(0.6)-Normal_548_328.8-91","normal(0.6)","Normal_548_328.8",91,600.5287,587.10842,0.0424194937017029,316.370584108626,0.43215,3.26588,0.032967032967033,0,0.703296703296703,0.934065934065934,1,"rf","unseen","class_0","class_0",0.392,0.657,"TN"
"534","normal(0.6)-Normal_-605_363-91","normal(0.6)","Normal_-605_363",91,-505.11865,-487.14822,0.0541843333947801,331.653614137315,-0.32348,3.42594,0.021978021978022,0,0.692307692307692,0.956043956043956,1,"rf","unseen","class_0","class_0",0.27,0.657,"TN"
"539","normal(0.6)-Normal_956_573.6-91","normal(0.6)","Normal_956_573.6",91,988.6096,1036.40845,0.0782936217850147,610.507585550839,-0.22729,3.04283,0.021978021978022,0,0.725274725274725,0.956043956043956,1,"rf","unseen","class_0","class_0",0.202,0.657,"TN"
"544","normal(0.6)-Normal_-597_358.2-91","normal(0.6)","Normal_-597_358.2",91,-589.16645,-596.54324,0.0198796201342559,371.072985810653,-0.13421,2.71823,0,0,0.681318681318681,0.945054945054945,1,"rf","unseen","class_0","class_0",0.23,0.657,"TN"
"549","normal(0.6)-Normal_-277_166.2-91","normal(0.6)","Normal_-277_166.2",91,-287.75405,-306.03892,0.127718397822379,143.165513440196,0.04744,3.09584,0.010989010989011,0,0.692307692307692,0.956043956043956,1,"rf","unseen","class_0","class_0",0.276,0.657,"TN"
"551","close_normal-tukey(0.1)-95","close_normal","tukey(0.1)",95,0.08324,-0.06622,0.111567775298405,1.33963413360396,0.06998,2.83912,0.0315789473684211,0,0.684210526315789,0.947368421052632,1,"rf","unseen","class_1","class_0",0.178,0.657,"FN"
"556","sym_long_tail-t(1)-95","sym_long_tail","t(1)",95,1.19425,0.03509,0.183211852635033,6.32688324105923,4.16782,23.79053,0.231578947368421,0.0947368421052632,0.905263157894737,0.968421052631579,0.978947368421053,"rf","unseen","class_1","class_1",1,0.657,"TP"
"561","sym_short_tail-uniform(0,1)-95","sym_short_tail","uniform(0,1)",95,4.78838,4.74969,0.0141273934207953,2.73865099155863,0.08485,2.03247,0,0,0.610526315789474,1,1,"rf","unseen","class_1","class_1",0.886,0.657,"TP"
"566","asym_long_tail-Weibull(0.5,1)-95","asym_long_tail","Weibull(0.5,1)",95,1.5468,0.34519,0.388742977325241,3.09101403777817,3.48057,16.94299,0.115789473684211,0.0631578947368421,0.894736842105263,0.957894736842105,0.968421052631579,"rf","unseen","class_1","class_1",1,0.657,"TP"
"571","asym_short_tail-beta(2,1)-95","asym_short_tail","beta(2,1)",95,0.64713,0.71845,0.282752730502295,0.252234522627965,-0.57242,2.26045,0,0,0.642105263157895,0.978947368421053,1,"rf","unseen","class_1","class_0",0.53,0.657,"FN"
"579","normal(0.6)-Normal_548_328.8-95","normal(0.6)","Normal_548_328.8",95,587.24457,576.18403,0.0349668963053782,316.314605202714,0.55467,3.34044,0.0315789473684211,0,0.705263157894737,0.936842105263158,1,"rf","unseen","class_0","class_0",0.548,0.657,"TN"
"584","normal(0.6)-Normal_-605_363-95","normal(0.6)","Normal_-605_363",95,-503.70319,-487.14822,0.0491465955376889,336.84876477974,-0.2699,3.00254,0.0105263157894737,0,0.621052631578947,0.957894736842105,1,"rf","unseen","class_0","class_0",0.298,0.657,"TN"
"589","normal(0.6)-Normal_956_573.6-95","normal(0.6)","Normal_956_573.6",95,916.99298,971.52334,0.0915656584561734,595.53287683832,-0.10078,2.65408,0.0105263157894737,0,0.705263157894737,0.947368421052632,1,"rf","unseen","class_0","class_0",0.19,0.657,"TN"
"594","normal(0.6)-Normal_-597_358.2-95","normal(0.6)","Normal_-597_358.2",95,-527.77651,-476.92395,0.146802564262975,346.401033628441,-0.09808,2.9413,0,0,0.673684210526316,0.968421052631579,1,"rf","unseen","class_0","class_0",0.264,0.657,"TN"
"599","normal(0.6)-Normal_-277_166.2-95","normal(0.6)","Normal_-277_166.2",95,-269.80853,-261.38884,0.0594347888397068,141.662655228869,-0.53646,2.76576,0,0,0.673684210526316,0.957894736842105,1,"rf","unseen","class_0","class_0",0.152,0.657,"TN"
"601","close_normal-tukey(0.1)-103","close_normal","tukey(0.1)",103,0.03761,0.06072,0.0154739902435325,1.49347386396725,-0.01528,2.58772,0,0,0.640776699029126,0.961165048543689,1,"rf","unseen","class_1","class_0",0.408,0.657,"FN"
"606","sym_long_tail-t(1)-103","sym_long_tail","t(1)",103,2.11203,-0.06715,0.101712331898376,21.4249340205599,9.72268,97.4215,0.155339805825243,0.0485436893203883,0.990291262135922,0.990291262135922,0.990291262135922,"rf","unseen","class_1","class_1",0.978,0.657,"TP"
"611","sym_short_tail-uniform(0,1)-103","sym_short_tail","uniform(0,1)",103,5.23688,5.45586,0.0764554676944373,2.86415094437952,-0.14038,1.75804,0,0,0.58252427184466,1,1,"rf","unseen","class_1","class_1",0.884,0.657,"TP"
"616","asym_long_tail-Weibull(0.5,1)-103","asym_long_tail","Weibull(0.5,1)",103,1.6111,0.4651,0.30289212036629,3.78352529809666,5.13525,32.49602,0.0776699029126214,0.0485436893203883,0.932038834951456,0.980582524271845,0.980582524271845,"rf","unseen","class_1","class_1",0.994,0.657,"TP"
"621","asym_short_tail-beta(2,1)-103","asym_short_tail","beta(2,1)",103,0.67161,0.71245,0.182471379790379,0.223815921416918,-0.63039,2.47178,0,0,0.640776699029126,0.961165048543689,1,"rf","unseen","class_1","class_0",0.598,0.657,"FN"
"629","normal(0.6)-Normal_548_328.8-103","normal(0.6)","Normal_548_328.8",103,573.33439,576.02333,0.00868458253004041,309.622251927346,0.21419,2.93349,0,0,0.718446601941748,0.941747572815534,1,"rf","unseen","class_0","class_0",0.25,0.657,"TN"
"634","normal(0.6)-Normal_-605_363-103","normal(0.6)","Normal_-605_363",103,-576.93258,-565.92501,0.0289971468991754,379.608726274825,0.20119,2.24527,0,0,0.631067961165049,0.990291262135922,1,"rf","unseen","class_0","class_0",0.476,0.657,"TN"
"639","normal(0.6)-Normal_956_573.6-103","normal(0.6)","Normal_956_573.6",103,932.41582,1016.40202,0.136547238224178,615.070660470736,-0.34724,2.69821,0,0,0.669902912621359,0.970873786407767,1,"rf","unseen","class_0","class_0",0.388,0.657,"TN"
"644","normal(0.6)-Normal_-597_358.2-103","normal(0.6)","Normal_-597_358.2",103,-634.27375,-610.40139,0.0709857881668847,336.297738131427,-0.03044,2.94759,0.00970873786407767,0,0.689320388349515,0.961165048543689,1,"rf","unseen","class_0","class_0",0.102,0.657,"TN"
"649","normal(0.6)-Normal_-277_166.2-103","normal(0.6)","Normal_-277_166.2",103,-284.87265,-311.9798,0.173396443664059,156.330484219837,0.28467,2.39991,0,0,0.679611650485437,0.961165048543689,1,"rf","unseen","class_0","class_0",0.362,0.657,"TN"
"651","close_normal-tukey(0.1)-129","close_normal","tukey(0.1)",129,0.26322,0.14912,0.0718462688819295,1.58811308889971,0.07211,2.70427,0.00775193798449612,0,0.643410852713178,0.976744186046512,1,"rf","unseen","class_1","class_0",0.282,0.657,"FN"
"656","sym_long_tail-t(1)-129","sym_long_tail","t(1)",129,1.31632,-0.06687,0.0691396983774065,20.0057280037542,0.52647,32.29564,0.155038759689922,0.10077519379845,0.930232558139535,0.968992248062015,0.968992248062015,"rf","unseen","class_1","class_1",0.94,0.657,"TP"
"661","sym_short_tail-uniform(0,1)-129","sym_short_tail","uniform(0,1)",129,5.12056,5.28322,0.056742205480602,2.8666492361776,-0.14572,1.90506,0,0,0.62015503875969,1,1,"rf","unseen","class_1","class_1",0.85,0.657,"TP"
"666","asym_long_tail-Weibull(0.5,1)-129","asym_long_tail","Weibull(0.5,1)",129,2.38605,0.39108,0.342813031548474,5.81941121371259,4.55518,28.51998,0.162790697674419,0.116279069767442,0.930232558139535,0.945736434108527,0.976744186046512,"rf","unseen","class_1","class_1",0.986,0.657,"TP"
"671","asym_short_tail-beta(2,1)-129","asym_short_tail","beta(2,1)",129,0.67598,0.71704,0.17234021554323,0.238249673012046,-0.55486,2.25426,0,0,0.604651162790698,0.961240310077519,1,"rf","unseen","class_1","class_1",0.698,0.657,"TP"
"679","normal(0.6)-Normal_548_328.8-129","normal(0.6)","Normal_548_328.8",129,500.16748,522.96378,0.0686396470590679,332.115635448746,-0.0929,2.22144,0,0,0.635658914728682,0.976744186046512,1,"rf","unseen","class_0","class_0",0.316,0.657,"TN"
"684","normal(0.6)-Normal_-605_363-129","normal(0.6)","Normal_-605_363",129,-580.29996,-576.39331,0.0113080544653479,345.474989705031,-0.16689,3.02455,0.00775193798449612,0,0.713178294573643,0.961240310077519,1,"rf","unseen","class_0","class_0",0.122,0.657,"TN"
"689","normal(0.6)-Normal_956_573.6-129","normal(0.6)","Normal_956_573.6",129,1001.08165,948.49076,0.0974097378848903,539.89355830263,0.04736,2.85735,0,0,0.720930232558139,0.961240310077519,1,"rf","unseen","class_0","class_0",0.098,0.657,"TN"
"694","normal(0.6)-Normal_-597_358.2-129","normal(0.6)","Normal_-597_358.2",129,-623.41242,-677.22609,0.154481239984642,348.350841858531,0.13316,2.83829,0.00775193798449612,0,0.705426356589147,0.945736434108527,0.992248062015504,"rf","unseen","class_0","class_0",0.29,0.657,"TN"
"699","normal(0.6)-Normal_-277_166.2-129","normal(0.6)","Normal_-277_166.2",129,-296.40726,-315.51543,0.120252535226666,158.900350533007,0.24017,3.11839,0.00775193798449612,0,0.689922480620155,0.953488372093023,1,"rf","unseen","class_0","class_0",0.352,0.657,"TN"
"701","close_normal-tukey(0.1)-151","close_normal","tukey(0.1)",151,-0.12047,-0.20358,0.0547192714818363,1.51884332063134,-0.32238,3.10729,0.033112582781457,0,0.701986754966887,0.933774834437086,1,"rf","unseen","class_1","class_0",0.504,0.657,"FN"
"706","sym_long_tail-t(1)-151","sym_long_tail","t(1)",151,4.47383,0.19279,0.0906245568043455,47.2392930896488,11.59158,139.7456,0.165562913907285,0.112582781456954,0.993377483443709,0.993377483443709,0.993377483443709,"rf","unseen","class_1","class_1",0.986,0.657,"TP"
"711","sym_short_tail-uniform(0,1)-151","sym_short_tail","uniform(0,1)",151,5.106,5.04351,0.0219566056889928,2.84606832609499,-0.04715,1.90486,0,0,0.582781456953642,1,1,"rf","unseen","class_1","class_1",0.97,0.657,"TP"
"716","asym_long_tail-Weibull(0.5,1)-151","asym_long_tail","Weibull(0.5,1)",151,1.8444,0.5259,0.324001496050323,4.06942565411863,6.29437,55.70225,0.112582781456954,0.0794701986754967,0.913907284768212,0.966887417218543,0.986754966887417,"rf","unseen","class_1","class_1",1,0.657,"TP"
"721","asym_short_tail-beta(2,1)-151","asym_short_tail","beta(2,1)",151,0.71389,0.78428,0.298338152326116,0.235940322922748,-1.12328,3.43742,0.033112582781457,0,0.728476821192053,0.933774834437086,1,"rf","unseen","class_1","class_0",0.444,0.657,"FN"
"729","normal(0.6)-Normal_548_328.8-151","normal(0.6)","Normal_548_328.8",151,519.73625,537.20376,0.0508306303143404,343.641420379396,0.04598,2.37755,0,0,0.655629139072848,0.966887417218543,1,"rf","unseen","class_0","class_0",0.422,0.657,"TN"
"734","normal(0.6)-Normal_-605_363-151","normal(0.6)","Normal_-605_363",151,-601.60705,-581.98827,0.0565678337706094,346.818654565363,-0.20571,2.79782,0.00662251655629139,0,0.728476821192053,0.960264900662252,1,"rf","unseen","class_0","class_0",0.074,0.657,"TN"
"739","normal(0.6)-Normal_956_573.6-151","normal(0.6)","Normal_956_573.6",151,898.37606,873.19623,0.0432019172948896,582.84056765644,0.03168,2.77511,0,0,0.701986754966887,0.960264900662252,1,"rf","unseen","class_0","class_0",0.088,0.657,"TN"
"744","normal(0.6)-Normal_-597_358.2-151","normal(0.6)","Normal_-597_358.2",151,-577.97644,-633.50705,0.138885418340946,399.830382939695,0.3957,3.33122,0.0132450331125828,0,0.701986754966887,0.966887417218543,0.993377483443709,"rf","unseen","class_0","class_0",0.578,0.657,"TN"
"749","normal(0.6)-Normal_-277_166.2-151","normal(0.6)","Normal_-277_166.2",151,-267.73242,-258.01965,0.0560212932360793,173.376397418557,-0.03369,2.70709,0,0,0.682119205298013,0.960264900662252,1,"rf","unseen","class_0","class_0",0.234,0.657,"TN"
"751","close_normal-tukey(0.1)-173","close_normal","tukey(0.1)",173,-0.0461,-0.09082,0.0323003389726902,1.38450559413047,0.15518,3.32827,0.0173410404624277,0,0.705202312138728,0.936416184971098,0.994219653179191,"rf","unseen","class_1","class_0",0.462,0.657,"FN"
"756","sym_long_tail-t(1)-173","sym_long_tail","t(1)",173,-3.08376,-0.08576,0.0845312674301319,35.4661664392759,-11.82532,148.25291,0.144508670520231,0.069364161849711,0.988439306358382,0.988439306358382,0.994219653179191,"rf","unseen","class_1","class_1",0.844,0.657,"TP"
"761","sym_short_tail-uniform(0,1)-173","sym_short_tail","uniform(0,1)",173,5.08908,5.22689,0.0485403443362795,2.8390816316686,-0.05126,1.90135,0,0,0.606936416184971,1,1,"rf","unseen","class_1","class_1",0.988,0.657,"TP"
"766","asym_long_tail-Weibull(0.5,1)-173","asym_long_tail","Weibull(0.5,1)",173,2.55786,0.36079,0.348408291466539,6.30602099264623,5.92975,49.74572,0.121387283236994,0.092485549132948,0.913294797687861,0.965317919075145,0.982658959537572,"rf","unseen","class_1","class_1",1,0.657,"TP"
"771","asym_short_tail-beta(2,1)-173","asym_short_tail","beta(2,1)",173,0.66591,0.71593,0.213180695763761,0.234636629835519,-0.60213,2.56456,0,0,0.635838150289017,0.971098265895954,1,"rf","unseen","class_1","class_0",0.528,0.657,"FN"
"779","normal(0.6)-Normal_548_328.8-173","normal(0.6)","Normal_548_328.8",173,562.68096,566.09345,0.00985451524647558,346.286947114968,-0.01459,2.78536,0,0,0.664739884393064,0.953757225433526,1,"rf","unseen","class_0","class_0",0.098,0.657,"TN"
"784","normal(0.6)-Normal_-605_363-173","normal(0.6)","Normal_-605_363",173,-579.93594,-602.29347,0.0579127141296806,386.05564142506,-0.0318,2.69434,0.00578034682080925,0,0.653179190751445,0.971098265895954,1,"rf","unseen","class_0","class_0",0.19,0.657,"TN"
"789","normal(0.6)-Normal_956_573.6-173","normal(0.6)","Normal_956_573.6",173,904.34219,880.55983,0.0448561810428604,530.191368214688,-0.0415,3.03534,0.00578034682080925,0,0.69364161849711,0.947976878612717,0.994219653179191,"rf","unseen","class_0","class_0",0.182,0.657,"TN"
"794","normal(0.6)-Normal_-597_358.2-173","normal(0.6)","Normal_-597_358.2",173,-588.90876,-638.78321,0.140634531172598,354.638719126457,-0.02565,2.79298,0.00578034682080925,0,0.687861271676301,0.953757225433526,1,"rf","unseen","class_0","class_0",0.24,0.657,"TN"
"799","normal(0.6)-Normal_-277_166.2-173","normal(0.6)","Normal_-277_166.2",173,-264.91157,-266.76461,0.0107264364129802,172.754485148267,-0.13619,3.42219,0.00578034682080925,0,0.676300578034682,0.953757225433526,0.994219653179191,"rf","unseen","class_0","class_0",0.42,0.657,"TN"
"801","close_normal-tukey(0.1)-178","close_normal","tukey(0.1)",178,0.12778,0.25261,0.0781543822891528,1.59722329501829,-0.12935,3.12782,0.0112359550561798,0,0.696629213483146,0.955056179775281,0.99438202247191,"rf","unseen","class_1","class_0",0.212,0.657,"FN"
"806","sym_long_tail-t(1)-178","sym_long_tail","t(1)",178,-25.10363,-0.07296,0.0746726165713622,335.205476241468,-13.22554,175.9455,0.162921348314607,0.0955056179775281,0.99438202247191,0.99438202247191,0.99438202247191,"rf","unseen","class_1","class_1",0.838,0.657,"TP"
"811","sym_short_tail-uniform(0,1)-178","sym_short_tail","uniform(0,1)",178,4.83265,5.19449,0.124861824167558,2.89792338380728,-0.00746,1.7827,0,0,0.601123595505618,1,1,"rf","unseen","class_1","class_1",0.986,0.657,"TP"
"816","asym_long_tail-Weibull(0.5,1)-178","asym_long_tail","Weibull(0.5,1)",178,1.20283,0.30395,0.352193777262068,2.55223135112675,4.01836,21.10014,0.129213483146067,0.0786516853932584,0.915730337078652,0.966292134831461,0.97752808988764,"rf","unseen","class_1","class_1",1,0.657,"TP"
"821","asym_short_tail-beta(2,1)-178","asym_short_tail","beta(2,1)",178,0.6469,0.69415,0.185763327547046,0.254355908800318,-0.57244,2.32336,0,0,0.640449438202247,0.955056179775281,1,"rf","unseen","class_1","class_1",0.688,0.657,"TP"
"829","normal(0.6)-Normal_548_328.8-178","normal(0.6)","Normal_548_328.8",178,566.19238,571.31543,0.0152246453342439,336.497165452982,0.06375,2.6735,0,0,0.674157303370786,0.955056179775281,1,"rf","unseen","class_0","class_0",0.428,0.657,"TN"
"834","normal(0.6)-Normal_-605_363-178","normal(0.6)","Normal_-605_363",178,-568.48167,-604.76868,0.0951103065815698,381.525528664751,0.10347,3.00444,0.0112359550561798,0,0.657303370786517,0.960674157303371,1,"rf","unseen","class_0","class_0",0.232,0.657,"TN"
"839","normal(0.6)-Normal_956_573.6-178","normal(0.6)","Normal_956_573.6",178,906.8605,810.92034,0.176787020903583,542.68780315227,0.22853,2.76266,0.00561797752808989,0,0.685393258426966,0.955056179775281,0.99438202247191,"rf","unseen","class_0","class_0",0.426,0.657,"TN"
"844","normal(0.6)-Normal_-597_358.2-178","normal(0.6)","Normal_-597_358.2",178,-614.56005,-645.11178,0.086296250266543,354.033111585206,-0.06632,2.87501,0,0,0.657303370786517,0.949438202247191,1,"rf","unseen","class_0","class_0",0.226,0.657,"TN"
"849","normal(0.6)-Normal_-277_166.2-178","normal(0.6)","Normal_-277_166.2",178,-255.00528,-241.06142,0.0773355822728049,180.303291062222,-0.18368,2.78447,0,0,0.691011235955056,0.955056179775281,1,"rf","unseen","class_0","class_0",0.166,0.657,"TN"
"851","close_normal-tukey(0.1)-185","close_normal","tukey(0.1)",185,0.06674,0.0993,0.0223010280757653,1.46002237607078,-0.18503,2.74372,0.00540540540540541,0,0.691891891891892,0.967567567567568,1,"rf","unseen","class_1","class_0",0.172,0.657,"FN"
"856","sym_long_tail-t(1)-185","sym_long_tail","t(1)",185,0.37033,-0.09491,0.0689618771459041,6.74633608095791,6.52333,69.89281,0.162162162162162,0.0972972972972973,0.902702702702703,0.972972972972973,0.983783783783784,"rf","unseen","class_1","class_1",1,0.657,"TP"
"861","sym_short_tail-uniform(0,1)-185","sym_short_tail","uniform(0,1)",185,5.21358,5.30265,0.0294233298144832,3.02718966757311,-0.09377,1.72671,0,0,0.572972972972973,1,1,"rf","unseen","class_1","class_1",0.994,0.657,"TP"
"866","asym_long_tail-Weibull(0.5,1)-185","asym_long_tail","Weibull(0.5,1)",185,2.22614,0.47062,0.398430327694644,4.40609029477652,3.81088,22.12668,0.124324324324324,0.0540540540540541,0.881081081081081,0.951351351351351,0.978378378378378,"rf","unseen","class_1","class_1",0.998,0.657,"TP"
"871","asym_short_tail-beta(2,1)-185","asym_short_tail","beta(2,1)",185,0.66632,0.71717,0.201039446614461,0.252935435588998,-0.67286,2.52177,0,0,0.627027027027027,0.956756756756757,1,"rf","unseen","class_1","class_0",0.656,0.657,"FN"
"879","normal(0.6)-Normal_548_328.8-185","normal(0.6)","Normal_548_328.8",185,572.97473,566.09345,0.0206207001481823,333.707388718643,0.05871,2.71542,0.00540540540540541,0,0.681081081081081,0.956756756756757,1,"rf","unseen","class_0","class_0",0.236,0.657,"TN"
"884","normal(0.6)-Normal_-605_363-185","normal(0.6)","Normal_-605_363",185,-576.09623,-601.04733,0.0652835354446582,382.195906365264,0.22845,2.90215,0.00540540540540541,0,0.681081081081081,0.967567567567568,1,"rf","unseen","class_0","class_0",0.384,0.657,"TN"
"889","normal(0.6)-Normal_956_573.6-185","normal(0.6)","Normal_956_573.6",185,1001.76269,965.92125,0.065223937897019,549.51358589525,0.06398,2.63982,0.00540540540540541,0,0.664864864864865,0.956756756756757,1,"rf","unseen","class_0","class_0",0.2,0.657,"TN"
"894","normal(0.6)-Normal_-597_358.2-185","normal(0.6)","Normal_-597_358.2",185,-638.19783,-630.05081,0.0240121351550118,339.28761217636,-0.30046,3.38265,0.0162162162162162,0,0.697297297297297,0.956756756756757,0.994594594594595,"rf","unseen","class_0","class_0",0.402,0.657,"TN"
"899","normal(0.6)-Normal_-277_166.2-185","normal(0.6)","Normal_-277_166.2",185,-257.03085,-253.94544,0.0189527909683544,162.794493177903,0.06074,2.60136,0,0,0.654054054054054,0.962162162162162,1,"rf","unseen","class_0","class_0",0.302,0.657,"TN"
"901","close_normal-tukey(0.1)-194","close_normal","tukey(0.1)",194,-0.11945,-0.10805,0.00713400891334557,1.59797950051255,-0.2472,3.44166,0.0154639175257732,0,0.685567010309278,0.969072164948454,0.984536082474227,"rf","unseen","class_1","class_0",0.494,0.657,"FN"
"906","sym_long_tail-t(1)-194","sym_long_tail","t(1)",194,-2.1886,-0.04304,0.0609648290767461,35.19340630479,-13.05006,178.88894,0.180412371134021,0.0979381443298969,0.989690721649485,0.989690721649485,0.994845360824742,"rf","unseen","class_1","class_1",0.848,0.657,"TP"
"911","sym_short_tail-uniform(0,1)-194","sym_short_tail","uniform(0,1)",194,4.83614,4.74204,0.0339887617872508,2.76856216737195,0.09428,1.93016,0,0,0.582474226804124,1,1,"rf","unseen","class_1","class_1",0.988,0.657,"TP"
