"","sample_id","dist_family","dist","size","mean","median","mean_median","sd","skewness","kurtosis","outliers_minor","outliers_extream","sigma_1_ratio","sigma_2_ratio","sigma_3_ratio","alternative"
"163","sym_short_tail-beta(1.5,1.5)-31","sym_short_tail","beta(1.5,1.5)",31,0,0.14964,-0.14964,1,-0.094,1.95449,0,0,0.645161290322581,1,1,1
"164","sym_short_tail-tukey(1.5)-31","sym_short_tail","tukey(1.5)",31,0,0.00674,-0.00674,1,0.14683,1.73657,0,0,0.580645161290323,1,1,1
"165","sym_short_tail-truncatednormal(2,2)-31","sym_short_tail","truncatednormal(2,2)",31,0,-0.06673,0.06673,1,-0.2949,2.63387,1,0,0.67741935483871,0.967741935483871,1,1
"166","asym_long_tail-Weibull(0.5,1)-31","asym_long_tail","Weibull(0.5,1)",31,0,-0.38871,0.38871,1,2.24345,6.89188,5,4,0.870967741935484,0.935483870967742,0.967741935483871,1
"167","asym_long_tail-Weibull(2,1)-31","asym_long_tail","Weibull(2,1)",31,0,-0.15024,0.15024,1,0.52323,2.83558,0,0,0.645161290322581,0.967741935483871,1,1
"168","asym_long_tail-lognormal(0,1)-31","asym_long_tail","lognormal(0,1)",31,0,-0.37112,0.37112,1,1.64945,4.86687,3,1,0.870967741935484,0.903225806451613,1,1
"169","asym_long_tail-chisquared(4)-31","asym_long_tail","chisquared(4)",31,0,-0.31855,0.31855,1,1.05445,4.21683,1,0,0.741935483870968,0.967741935483871,0.967741935483871,1
"170","asym_long_tail-chisquared(10)-31","asym_long_tail","chisquared(10)",31,0,-0.261,0.261,1,0.0193,1.6978,0,0,0.580645161290323,1,1,1
"171","asym_short_tail-beta(2,1)-31","asym_short_tail","beta(2,1)",31,0,0.29884,-0.29884,1,-0.9321,3.03822,1,0,0.67741935483871,0.935483870967742,1,1
"172","asym_short_tail-beta(3,2)-31","asym_short_tail","beta(3,2)",31,0,-0.00787,0.00787,1,0.02484,1.57355,0,0,0.548387096774194,1,1,1
"173","asym_short_tail-lognormal(0,0.15)-31","asym_short_tail","lognormal(0,0.15)",31,0,-0.02353,0.02353,1,0.07941,2.37458,0,0,0.645161290322581,0.935483870967742,1,1
"174","asym_short_tail-lognormal(0,0.25)-31","asym_short_tail","lognormal(0,0.25)",31,0,-0.20606,0.20606,1,0.84657,3.30802,0,0,0.645161290322581,0.967741935483871,1,1
"175","asym_short_tail-lognormal(0,0.35)-31","asym_short_tail","lognormal(0,0.35)",31,0,-0.34853,0.34853,1,0.50693,2.01239,0,0,0.612903225806452,1,1,1
"176","normal(0.01)-Normal_548_5.48-31","normal(0.01)","Normal_548_5.48",31,0,0.08541,-0.08541,1,-0.18255,2.97741,0,0,0.67741935483871,0.935483870967742,1,0
"177","normal(0.1)-Normal_548_54.8-31","normal(0.1)","Normal_548_54.8",31,0,0.135,-0.135,1,-0.4399,2.67677,0,0,0.709677419354839,0.935483870967742,1,0
"178","normal(0.2)-Normal_548_109.6-31","normal(0.2)","Normal_548_109.6",31,0,0.01961,-0.01961,1,0.24209,2.1534,0,0,0.645161290322581,0.935483870967742,1,0
"179","normal(0.4)-Normal_548_219.2-31","normal(0.4)","Normal_548_219.2",31,0,0.2535,-0.2535,1,-0.09489,2.52924,0,0,0.709677419354839,0.967741935483871,1,0
"180","normal(0.6)-Normal_548_328.8-31","normal(0.6)","Normal_548_328.8",31,0,0.02798,-0.02798,1,-0.32995,2.23375,0,0,0.67741935483871,0.967741935483871,1,0
"181","normal(0.01)-Normal_-605_6.05-31","normal(0.01)","Normal_-605_6.05",31,0,-0.00881,0.00881,1,0.15805,3.41726,2,0,0.741935483870968,0.870967741935484,1,0
"182","normal(0.1)-Normal_-605_60.5-31","normal(0.1)","Normal_-605_60.5",31,0,-0.20961,0.20961,1,0.00346,3.58068,1,0,0.67741935483871,0.935483870967742,1,0
"183","normal(0.2)-Normal_-605_121-31","normal(0.2)","Normal_-605_121",31,0,-0.17482,0.17482,1,0.21387,2.26997,0,0,0.709677419354839,0.967741935483871,1,0
"184","normal(0.4)-Normal_-605_242-31","normal(0.4)","Normal_-605_242",31,0,-0.07741,0.07741,1,-0.00156,2.47449,0,0,0.67741935483871,0.967741935483871,1,0
"185","normal(0.6)-Normal_-605_363-31","normal(0.6)","Normal_-605_363",31,0,-0.09838,0.09838,1,0.56947,3.42792,2,0,0.741935483870968,0.903225806451613,1,0
"186","normal(0.01)-Normal_956_9.56-31","normal(0.01)","Normal_956_9.56",31,0,0.24301,-0.24301,1,-0.43904,2.34362,0,0,0.741935483870968,0.967741935483871,1,0
"187","normal(0.1)-Normal_956_95.6-31","normal(0.1)","Normal_956_95.6",31,0,-0.23104,0.23104,1,0.41745,2.12273,0,0,0.612903225806452,0.967741935483871,1,0
"188","normal(0.2)-Normal_956_191.2-31","normal(0.2)","Normal_956_191.2",31,0,-0.03369,0.03369,1,-0.08079,3.05674,0,0,0.709677419354839,0.935483870967742,1,0
"189","normal(0.4)-Normal_956_382.4-31","normal(0.4)","Normal_956_382.4",31,0,0.24006,-0.24006,1,-0.36744,2.01002,0,0,0.645161290322581,0.967741935483871,1,0
"190","normal(0.6)-Normal_956_573.6-31","normal(0.6)","Normal_956_573.6",31,0,0.05167,-0.05167,1,-0.05762,2.71533,0,0,0.709677419354839,0.967741935483871,1,0
"191","normal(0.01)-Normal_-597_5.97-31","normal(0.01)","Normal_-597_5.97",31,0,0.09187,-0.09187,1,0.14144,1.96639,0,0,0.645161290322581,1,1,0
"192","normal(0.1)-Normal_-597_59.7-31","normal(0.1)","Normal_-597_59.7",31,0,-0.03796,0.03796,1,-0.03023,2.65159,0,0,0.709677419354839,0.967741935483871,1,0
"193","normal(0.2)-Normal_-597_119.4-31","normal(0.2)","Normal_-597_119.4",31,0,0.12875,-0.12875,1,0.2946,2.4189,0,0,0.580645161290323,0.967741935483871,1,0
"194","normal(0.4)-Normal_-597_238.8-31","normal(0.4)","Normal_-597_238.8",31,0,-0.00973,0.00973,1,-0.01065,2.19014,0,0,0.612903225806452,1,1,0
"195","normal(0.6)-Normal_-597_358.2-31","normal(0.6)","Normal_-597_358.2",31,0,0.07828,-0.07828,1,-0.19531,2.3324,0,0,0.612903225806452,0.967741935483871,1,0
"196","normal(0.01)-Normal_-277_2.77-31","normal(0.01)","Normal_-277_2.77",31,0,-0.01949,0.01949,1,-0.04654,2.98776,1,0,0.709677419354839,0.935483870967742,1,0
"197","normal(0.1)-Normal_-277_27.7-31","normal(0.1)","Normal_-277_27.7",31,0,-0.12267,0.12267,1,0.22018,2.62944,0,0,0.67741935483871,0.967741935483871,1,0
"198","normal(0.2)-Normal_-277_55.4-31","normal(0.2)","Normal_-277_55.4",31,0,-0.07624,0.07624,1,0.40769,2.97406,0,0,0.741935483870968,0.903225806451613,1,0
"199","normal(0.4)-Normal_-277_110.8-31","normal(0.4)","Normal_-277_110.8",31,0,-0.13296,0.13296,1,0.52536,2.39786,0,0,0.709677419354839,0.967741935483871,1,0
"200","normal(0.6)-Normal_-277_166.2-31","normal(0.6)","Normal_-277_166.2",31,0,-0.06941,0.06941,1,-0.50622,3.15207,0,0,0.741935483870968,0.935483870967742,1,0
"201","close_normal-tukey(0.1)-42","close_normal","tukey(0.1)",42,0,-0.08156,0.08156,1,0.41732,2.62867,0,0,0.642857142857143,0.976190476190476,1,1
"202","close_normal-tukey(0.2)-42","close_normal","tukey(0.2)",42,0,0.06575,-0.06575,1,-0.05948,2.2278,0,0,0.642857142857143,1,1,1
"203","close_normal-tukey(5)-42","close_normal","tukey(5)",42,0,0.02871,-0.02871,1,-0.12444,2.85309,0,0,0.69047619047619,0.952380952380952,1,1
"204","close_normal-t(10)-42","close_normal","t(10)",42,0,-0.12828,0.12828,1,0.30418,2.07489,0,0,0.642857142857143,0.976190476190476,1,1
"205","close_normal-laplace(0,10)-42","close_normal","laplace(0,10)",42,0,0.03271,-0.03271,1,0.5281,3.9954,2,0,0.80952380952381,0.928571428571429,1,1
"206","sym_long_tail-t(1)-42","sym_long_tail","t(1)",42,0,-0.11866,0.11866,1,1.20953,7.65177,6,1,0.785714285714286,0.928571428571429,0.976190476190476,1
"207","sym_long_tail-t(2)-42","sym_long_tail","t(2)",42,0,0.04491,-0.04491,1,-0.60845,6.56587,5,3,0.833333333333333,0.928571428571429,0.976190476190476,1
"208","sym_long_tail-t(4)-42","sym_long_tail","t(4)",42,0,-0.10851,0.10851,1,0.20139,2.48375,0,0,0.642857142857143,0.976190476190476,1,1
"209","sym_long_tail-t(7)-42","sym_long_tail","t(7)",42,0,0.10535,-0.10535,1,-1.26824,4.97822,2,0,0.738095238095238,0.928571428571429,0.976190476190476,1
"210","sym_long_tail-tukey(10)-42","sym_long_tail","tukey(10)",42,0,-0.07969,0.07969,1,-0.10542,3.90569,10,1,0.738095238095238,0.952380952380952,1,1
"211","sym_short_tail-uniform(0,1)-42","sym_short_tail","uniform(0,1)",42,0,0.06875,-0.06875,1,-0.04605,1.56843,0,0,0.547619047619048,1,1,1
"212","sym_short_tail-beta(1.3,1.3)-42","sym_short_tail","beta(1.3,1.3)",42,0,0.08089,-0.08089,1,-0.25743,1.88566,0,0,0.571428571428571,1,1,1
"213","sym_short_tail-beta(1.5,1.5)-42","sym_short_tail","beta(1.5,1.5)",42,0,0.00998,-0.00998,1,-0.19604,1.80511,0,0,0.571428571428571,1,1,1
"214","sym_short_tail-tukey(1.5)-42","sym_short_tail","tukey(1.5)",42,0,-0.22816,0.22816,1,0.49131,1.87348,0,0,0.666666666666667,1,1,1
"215","sym_short_tail-truncatednormal(2,2)-42","sym_short_tail","truncatednormal(2,2)",42,0,-0.07956,0.07956,1,0.2362,2.00794,0,0,0.619047619047619,0.976190476190476,1,1
"216","asym_long_tail-Weibull(0.5,1)-42","asym_long_tail","Weibull(0.5,1)",42,0,-0.30967,0.30967,1,4.37439,23.91151,5,4,0.928571428571429,0.976190476190476,0.976190476190476,1
"217","asym_long_tail-Weibull(2,1)-42","asym_long_tail","Weibull(2,1)",42,0,-0.37478,0.37478,1,0.94606,3.253,2,0,0.761904761904762,0.952380952380952,1,1
"218","asym_long_tail-lognormal(0,1)-42","asym_long_tail","lognormal(0,1)",42,0,-0.37924,0.37924,1,2.69445,9.55454,5,5,0.880952380952381,0.928571428571429,0.952380952380952,1
"219","asym_long_tail-chisquared(4)-42","asym_long_tail","chisquared(4)",42,0,-0.21937,0.21937,1,1.16444,4.33054,1,0,0.833333333333333,0.952380952380952,0.976190476190476,1
"220","asym_long_tail-chisquared(10)-42","asym_long_tail","chisquared(10)",42,0,-0.04309,0.04309,1,0.24125,2.69848,0,0,0.642857142857143,0.976190476190476,1,1
"221","asym_short_tail-beta(2,1)-42","asym_short_tail","beta(2,1)",42,0,0.28032,-0.28032,1,-0.98184,3.15998,2,0,0.69047619047619,0.928571428571429,1,1
"222","asym_short_tail-beta(3,2)-42","asym_short_tail","beta(3,2)",42,0,0.1316,-0.1316,1,-0.10446,2.37733,0,0,0.714285714285714,0.976190476190476,1,1
"223","asym_short_tail-lognormal(0,0.15)-42","asym_short_tail","lognormal(0,0.15)",42,0,-0.225,0.225,1,0.31644,2.62336,0,0,0.738095238095238,0.976190476190476,1,1
"224","asym_short_tail-lognormal(0,0.25)-42","asym_short_tail","lognormal(0,0.25)",42,0,-0.0315,0.0315,1,0.2942,2.42055,0,0,0.69047619047619,0.952380952380952,1,1
"225","asym_short_tail-lognormal(0,0.35)-42","asym_short_tail","lognormal(0,0.35)",42,0,-0.08954,0.08954,1,0.65154,3.03006,1,0,0.69047619047619,0.976190476190476,1,1
"226","normal(0.01)-Normal_548_5.48-42","normal(0.01)","Normal_548_5.48",42,0,0.07983,-0.07983,1,-0.39665,2.70697,0,0,0.69047619047619,0.976190476190476,1,0
"227","normal(0.1)-Normal_548_54.8-42","normal(0.1)","Normal_548_54.8",42,0,0.11975,-0.11975,1,0.10828,2.52447,0,0,0.642857142857143,0.952380952380952,1,0
"228","normal(0.2)-Normal_548_109.6-42","normal(0.2)","Normal_548_109.6",42,0,0.17622,-0.17622,1,0.01671,2.56813,0,0,0.666666666666667,0.952380952380952,1,0
"229","normal(0.4)-Normal_548_219.2-42","normal(0.4)","Normal_548_219.2",42,0,0.01293,-0.01293,1,-0.03911,2.93934,0,0,0.785714285714286,0.928571428571429,1,0
"230","normal(0.6)-Normal_548_328.8-42","normal(0.6)","Normal_548_328.8",42,0,-0.09526,0.09526,1,-0.24381,3.70124,1,0,0.738095238095238,0.904761904761905,1,0
"231","normal(0.01)-Normal_-605_6.05-42","normal(0.01)","Normal_-605_6.05",42,0,-0.04538,0.04538,1,0.25058,2.3327,0,0,0.619047619047619,0.976190476190476,1,0
"232","normal(0.1)-Normal_-605_60.5-42","normal(0.1)","Normal_-605_60.5",42,0,0.0021,-0.0021,1,0.38883,3.20703,1,0,0.666666666666667,0.976190476190476,1,0
"233","normal(0.2)-Normal_-605_121-42","normal(0.2)","Normal_-605_121",42,0,-0.10637,0.10637,1,0.52601,4.34275,1,0,0.69047619047619,0.976190476190476,0.976190476190476,0
"234","normal(0.4)-Normal_-605_242-42","normal(0.4)","Normal_-605_242",42,0,-0.16175,0.16175,1,0.48249,2.47033,0,0,0.642857142857143,0.976190476190476,1,0
"235","normal(0.6)-Normal_-605_363-42","normal(0.6)","Normal_-605_363",42,0,0.09682,-0.09682,1,-0.3524,2.86218,0,0,0.761904761904762,0.952380952380952,1,0
"236","normal(0.01)-Normal_956_9.56-42","normal(0.01)","Normal_956_9.56",42,0,-0.03952,0.03952,1,-0.03269,2.37983,0,0,0.642857142857143,1,1,0
"237","normal(0.1)-Normal_956_95.6-42","normal(0.1)","Normal_956_95.6",42,0,0.05894,-0.05894,1,0.16725,2.19548,0,0,0.666666666666667,0.952380952380952,1,0
"238","normal(0.2)-Normal_956_191.2-42","normal(0.2)","Normal_956_191.2",42,0,0.11525,-0.11525,1,-0.10978,2.89686,0,0,0.714285714285714,0.928571428571429,1,0
"239","normal(0.4)-Normal_956_382.4-42","normal(0.4)","Normal_956_382.4",42,0,0.0463,-0.0463,1,0.11427,2.30761,0,0,0.69047619047619,0.976190476190476,1,0
"240","normal(0.6)-Normal_956_573.6-42","normal(0.6)","Normal_956_573.6",42,0,0.09339,-0.09339,1,-0.01885,2.66714,0,0,0.642857142857143,0.952380952380952,1,0
"241","normal(0.01)-Normal_-597_5.97-42","normal(0.01)","Normal_-597_5.97",42,0,0.03606,-0.03606,1,-0.23189,2.78867,1,0,0.69047619047619,0.976190476190476,1,0
"242","normal(0.1)-Normal_-597_59.7-42","normal(0.1)","Normal_-597_59.7",42,0,-0.04934,0.04934,1,0.46292,2.94203,0,0,0.714285714285714,0.904761904761905,1,0
"243","normal(0.2)-Normal_-597_119.4-42","normal(0.2)","Normal_-597_119.4",42,0,-0.17754,0.17754,1,0.40019,2.79154,0,0,0.761904761904762,0.928571428571429,1,0
"244","normal(0.4)-Normal_-597_238.8-42","normal(0.4)","Normal_-597_238.8",42,0,0.11416,-0.11416,1,-0.70299,4.28495,2,0,0.761904761904762,0.952380952380952,1,0
"245","normal(0.6)-Normal_-597_358.2-42","normal(0.6)","Normal_-597_358.2",42,0,0.06407,-0.06407,1,-0.1466,2.00679,0,0,0.595238095238095,1,1,0
"246","normal(0.01)-Normal_-277_2.77-42","normal(0.01)","Normal_-277_2.77",42,0,0.16695,-0.16695,1,-0.10187,2.25885,0,0,0.642857142857143,1,1,0
"247","normal(0.1)-Normal_-277_27.7-42","normal(0.1)","Normal_-277_27.7",42,0,-0.22506,0.22506,1,0.50736,2.25527,0,0,0.666666666666667,0.976190476190476,1,0
"248","normal(0.2)-Normal_-277_55.4-42","normal(0.2)","Normal_-277_55.4",42,0,0.02046,-0.02046,1,0.06473,2.3652,0,0,0.666666666666667,0.976190476190476,1,0
"249","normal(0.4)-Normal_-277_110.8-42","normal(0.4)","Normal_-277_110.8",42,0,-0.05575,0.05575,1,-0.30674,3.89067,2,0,0.714285714285714,0.928571428571429,1,0
"250","normal(0.6)-Normal_-277_166.2-42","normal(0.6)","Normal_-277_166.2",42,0,-0.17996,0.17996,1,0.46895,2.94615,1,0,0.714285714285714,0.976190476190476,1,0
"251","close_normal-tukey(0.1)-55","close_normal","tukey(0.1)",55,0,0.15779,-0.15779,1,-0.19133,2.55045,0,0,0.709090909090909,1,1,1
"252","close_normal-tukey(0.2)-55","close_normal","tukey(0.2)",55,0,0.11825,-0.11825,1,-0.22637,2.91653,0,0,0.727272727272727,0.927272727272727,1,1
"253","close_normal-tukey(5)-55","close_normal","tukey(5)",55,0,-0.01187,0.01187,1,-0.09336,2.43088,0,0,0.636363636363636,0.963636363636364,1,1
"254","close_normal-t(10)-55","close_normal","t(10)",55,0,0.00271,-0.00271,1,0.16715,2.51904,0,0,0.654545454545455,0.963636363636364,1,1
"255","close_normal-laplace(0,10)-55","close_normal","laplace(0,10)",55,0,-0.04453,0.04453,1,0.17658,3.51792,3,0,0.727272727272727,0.945454545454545,1,1
"256","sym_long_tail-t(1)-55","sym_long_tail","t(1)",55,0,0.05037,-0.05037,1,0.04362,10.68536,7,5,0.890909090909091,0.927272727272727,0.945454545454545,1
"257","sym_long_tail-t(2)-55","sym_long_tail","t(2)",55,0,-0.12989,0.12989,1,2.07111,13.3215,7,4,0.854545454545454,0.927272727272727,0.981818181818182,1
"258","sym_long_tail-t(4)-55","sym_long_tail","t(4)",55,0,-0.08768,0.08768,1,0.74185,3.69178,2,0,0.672727272727273,0.963636363636364,0.981818181818182,1
"259","sym_long_tail-t(7)-55","sym_long_tail","t(7)",55,0,0.08662,-0.08662,1,0.74396,5.33272,1,0,0.745454545454545,0.945454545454545,0.981818181818182,1
"260","sym_long_tail-tukey(10)-55","sym_long_tail","tukey(10)",55,0,-0.09299,0.09299,1,0.22325,5.44471,13,10,0.8,0.890909090909091,1,1
"261","sym_short_tail-uniform(0,1)-55","sym_short_tail","uniform(0,1)",55,0,-0.14596,0.14596,1,0.33041,1.9618,0,0,0.6,1,1,1
"262","sym_short_tail-beta(1.3,1.3)-55","sym_short_tail","beta(1.3,1.3)",55,0,0.00361,-0.00361,1,0.06847,1.82933,0,0,0.636363636363636,1,1,1
"263","sym_short_tail-beta(1.5,1.5)-55","sym_short_tail","beta(1.5,1.5)",55,0,0.08666,-0.08666,1,-0.01874,2.00921,0,0,0.581818181818182,1,1,1
"264","sym_short_tail-tukey(1.5)-55","sym_short_tail","tukey(1.5)",55,0,0.0108,-0.0108,1,0.2858,2.10767,0,0,0.618181818181818,1,1,1
"265","sym_short_tail-truncatednormal(2,2)-55","sym_short_tail","truncatednormal(2,2)",55,0,0.0081,-0.0081,1,-0.08968,2.32227,0,0,0.654545454545455,0.963636363636364,1,1
"266","asym_long_tail-Weibull(0.5,1)-55","asym_long_tail","Weibull(0.5,1)",55,0,-0.31085,0.31085,1,5.28199,33.99901,4,2,0.927272727272727,0.981818181818182,0.981818181818182,1
"267","asym_long_tail-Weibull(2,1)-55","asym_long_tail","Weibull(2,1)",55,0,-0.28415,0.28415,1,0.94866,3.12685,2,0,0.690909090909091,0.963636363636364,1,1
"268","asym_long_tail-lognormal(0,1)-55","asym_long_tail","lognormal(0,1)",55,0,-0.50668,0.50668,1,1.67904,5.82645,2,0,0.836363636363636,0.963636363636364,0.981818181818182,1
"269","asym_long_tail-chisquared(4)-55","asym_long_tail","chisquared(4)",55,0,-0.33052,0.33052,1,1.43655,4.26597,6,0,0.836363636363636,0.890909090909091,1,1
"270","asym_long_tail-chisquared(10)-55","asym_long_tail","chisquared(10)",55,0,-0.18924,0.18924,1,0.55115,2.79332,1,0,0.618181818181818,0.963636363636364,1,1
"271","asym_short_tail-beta(2,1)-55","asym_short_tail","beta(2,1)",55,0,0.27955,-0.27955,1,-0.91036,3.06325,1,0,0.672727272727273,0.981818181818182,1,1
"272","asym_short_tail-beta(3,2)-55","asym_short_tail","beta(3,2)",55,0,-0.0941,0.0941,1,-0.01405,2.73153,0,0,0.727272727272727,0.927272727272727,1,1
"273","asym_short_tail-lognormal(0,0.15)-55","asym_short_tail","lognormal(0,0.15)",55,0,-0.23476,0.23476,1,0.19707,3.05305,1,0,0.690909090909091,0.927272727272727,1,1
"274","asym_short_tail-lognormal(0,0.25)-55","asym_short_tail","lognormal(0,0.25)",55,0,-0.05905,0.05905,1,0.88769,3.71113,2,0,0.727272727272727,0.963636363636364,1,1
"275","asym_short_tail-lognormal(0,0.35)-55","asym_short_tail","lognormal(0,0.35)",55,0,-0.11971,0.11971,1,0.2674,2.70755,0,0,0.709090909090909,0.927272727272727,1,1
"276","normal(0.01)-Normal_548_5.48-55","normal(0.01)","Normal_548_5.48",55,0,0.05196,-0.05196,1,-0.15182,2.65665,0,0,0.672727272727273,0.945454545454545,1,0
"277","normal(0.1)-Normal_548_54.8-55","normal(0.1)","Normal_548_54.8",55,0,0.11474,-0.11474,1,-0.15289,2.40566,0,0,0.636363636363636,0.945454545454545,1,0
"278","normal(0.2)-Normal_548_109.6-55","normal(0.2)","Normal_548_109.6",55,0,0.02783,-0.02783,1,-0.02616,2.70774,0,0,0.672727272727273,0.963636363636364,1,0
"279","normal(0.4)-Normal_548_219.2-55","normal(0.4)","Normal_548_219.2",55,0,-0.16291,0.16291,1,0.12859,3.43056,1,0,0.672727272727273,0.927272727272727,1,0
"280","normal(0.6)-Normal_548_328.8-55","normal(0.6)","Normal_548_328.8",55,0,-0.11759,0.11759,1,0.01932,2.41615,0,0,0.709090909090909,0.963636363636364,1,0
"281","normal(0.01)-Normal_-605_6.05-55","normal(0.01)","Normal_-605_6.05",55,0,0.03856,-0.03856,1,0.44747,3.49513,2,0,0.690909090909091,0.963636363636364,1,0
"282","normal(0.1)-Normal_-605_60.5-55","normal(0.1)","Normal_-605_60.5",55,0,-0.15555,0.15555,1,0.57343,2.60431,0,0,0.636363636363636,0.963636363636364,1,0
"283","normal(0.2)-Normal_-605_121-55","normal(0.2)","Normal_-605_121",55,0,0.16129,-0.16129,1,-0.3266,2.35135,0,0,0.654545454545455,0.963636363636364,1,0
"284","normal(0.4)-Normal_-605_242-55","normal(0.4)","Normal_-605_242",55,0,0.11408,-0.11408,1,0.07398,2.2454,0,0,0.636363636363636,0.963636363636364,1,0
"285","normal(0.6)-Normal_-605_363-55","normal(0.6)","Normal_-605_363",55,0,-0.10515,0.10515,1,0.03274,2.84049,0,0,0.727272727272727,0.945454545454545,1,0
"286","normal(0.01)-Normal_956_9.56-55","normal(0.01)","Normal_956_9.56",55,0,0.02927,-0.02927,1,-0.04584,2.07787,0,0,0.636363636363636,0.981818181818182,1,0
"287","normal(0.1)-Normal_956_95.6-55","normal(0.1)","Normal_956_95.6",55,0,-0.03338,0.03338,1,-0.03354,2.88482,1,0,0.709090909090909,0.945454545454545,1,0
"288","normal(0.2)-Normal_956_191.2-55","normal(0.2)","Normal_956_191.2",55,0,-0.05417,0.05417,1,0.30646,2.79565,0,0,0.672727272727273,0.927272727272727,1,0
"289","normal(0.4)-Normal_956_382.4-55","normal(0.4)","Normal_956_382.4",55,0,-0.1021,0.1021,1,-0.06207,3.34954,0,0,0.745454545454545,0.945454545454545,1,0
"290","normal(0.6)-Normal_956_573.6-55","normal(0.6)","Normal_956_573.6",55,0,-0.06621,0.06621,1,-0.11115,2.54507,0,0,0.654545454545455,0.963636363636364,1,0
"291","normal(0.01)-Normal_-597_5.97-55","normal(0.01)","Normal_-597_5.97",55,0,0.01423,-0.01423,1,0.02736,2.13895,0,0,0.6,0.981818181818182,1,0
"292","normal(0.1)-Normal_-597_59.7-55","normal(0.1)","Normal_-597_59.7",55,0,0.05276,-0.05276,1,0.42498,2.5089,0,0,0.690909090909091,0.981818181818182,1,0
"293","normal(0.2)-Normal_-597_119.4-55","normal(0.2)","Normal_-597_119.4",55,0,-0.09039,0.09039,1,0.22599,2.71014,0,0,0.709090909090909,0.945454545454545,1,0
"294","normal(0.4)-Normal_-597_238.8-55","normal(0.4)","Normal_-597_238.8",55,0,-0.13068,0.13068,1,0.08559,3.37591,2,0,0.654545454545455,0.945454545454545,1,0
"295","normal(0.6)-Normal_-597_358.2-55","normal(0.6)","Normal_-597_358.2",55,0,-0.02472,0.02472,1,0.16576,2.6159,0,0,0.690909090909091,0.963636363636364,1,0
"296","normal(0.01)-Normal_-277_2.77-55","normal(0.01)","Normal_-277_2.77",55,0,0.15218,-0.15218,1,-0.76586,3.58681,2,0,0.727272727272727,0.963636363636364,1,0
"297","normal(0.1)-Normal_-277_27.7-55","normal(0.1)","Normal_-277_27.7",55,0,0.03538,-0.03538,1,-0.00883,3.3631,1,0,0.709090909090909,0.945454545454545,1,0
"298","normal(0.2)-Normal_-277_55.4-55","normal(0.2)","Normal_-277_55.4",55,0,0.20501,-0.20501,1,-0.38143,3.06093,1,0,0.727272727272727,0.963636363636364,1,0
"299","normal(0.4)-Normal_-277_110.8-55","normal(0.4)","Normal_-277_110.8",55,0,0.04083,-0.04083,1,0.07943,2.29533,0,0,0.672727272727273,0.981818181818182,1,0
"300","normal(0.6)-Normal_-277_166.2-55","normal(0.6)","Normal_-277_166.2",55,0,0.20197,-0.20197,1,-0.27388,2.56841,0,0,0.654545454545455,0.963636363636364,1,0
"301","close_normal-tukey(0.1)-65","close_normal","tukey(0.1)",65,0,0.1216,-0.1216,1,-0.12475,3.39049,1,0,0.707692307692308,0.938461538461538,1,1
"302","close_normal-tukey(0.2)-65","close_normal","tukey(0.2)",65,0,0.08737,-0.08737,1,-0.02451,1.94459,0,0,0.630769230769231,1,1,1
"303","close_normal-tukey(5)-65","close_normal","tukey(5)",65,0,-0.07023,0.07023,1,-0.06323,2.52199,0,0,0.615384615384615,0.969230769230769,1,1
"304","close_normal-t(10)-65","close_normal","t(10)",65,0,-0.10292,0.10292,1,0.21027,2.29761,0,0,0.646153846153846,0.984615384615385,1,1
"305","close_normal-laplace(0,10)-65","close_normal","laplace(0,10)",65,0,-0.02677,0.02677,1,0.33334,2.82195,0,0,0.692307692307692,0.938461538461538,1,1
"306","sym_long_tail-t(1)-65","sym_long_tail","t(1)",65,0,-0.1622,0.1622,1,3.61705,22.71541,10,4,0.923076923076923,0.938461538461538,0.984615384615385,1
"307","sym_long_tail-t(2)-65","sym_long_tail","t(2)",65,0,-0.05077,0.05077,1,2.64275,17.47469,7,4,0.907692307692308,0.938461538461538,0.984615384615385,1
"308","sym_long_tail-t(4)-65","sym_long_tail","t(4)",65,0,0.03567,-0.03567,1,-0.22396,3.68424,7,0,0.723076923076923,0.892307692307692,1,1
"309","sym_long_tail-t(7)-65","sym_long_tail","t(7)",65,0,-0.05478,0.05478,1,-0.03781,3.57362,2,0,0.753846153846154,0.938461538461538,1,1
"310","sym_long_tail-tukey(10)-65","sym_long_tail","tukey(10)",65,0,-0.0346,0.0346,1,-0.43641,4.70206,18,12,0.769230769230769,0.892307692307692,1,1
